,robocode.csv,zildo.csv,customsagetv.csv,myfaces.csv,k3b.csv
customsagetv.csv,0.0,0.33,0.97,0.04,0.03
k3b.csv,0.47,0.66,0.47,0.44,0.99
myfaces.csv,0.53,0.57,0.72,0.89,0.8
robocode.csv,1.0,0.68,0.53,0.36,0.66
zildo.csv,0.41,0.99,0.25,0.31,0.56
