,robocode.csv,zildo.csv,customsagetv.csv,myfaces.csv,k3b.csv
customsagetv.csv,0.0,0.59,0.98,0.12,1.0
k3b.csv,0.6,0.71,0.59,0.32,0.98
myfaces.csv,0.41,0.45,0.59,0.95,0.72
robocode.csv,1.0,0.57,0.53,0.23,0.73
zildo.csv,0.64,1.0,0.47,0.23,0.86
