,robocode.csv,zildo.csv,customsagetv.csv,myfaces.csv,k3b.csv
customsagetv.csv,0.0,0.27,0.96,0.02,0.02
k3b.csv,0.43,0.63,0.42,0.72,0.99
myfaces.csv,0.4,0.26,0.6,0.86,0.48
robocode.csv,1.0,0.66,0.51,0.72,0.57
zildo.csv,0.34,0.98,0.2,0.52,0.46
