,reactos-mirror.csv,critterding.csv,fceugc.csv,ogre.csv,autat.csv,mimosa.csv,alpine.csv,qse.csv,openfrag.csv,uclmda.csv,qdvdauthor.csv,jstock.csv,synergyspace.csv,keyczar.csv,elateportal.csv,sandiaportals.csv,nativeclient.csv,factor.csv,miranda.csv
alpine.csv,0.98,0.83,0.75,0.97,0.8,0.67,0.91,0.79,0.91,0.42,0.92,0.88,0.9,0.67,0.0,0.89,0.95,0.8,0.96
autat.csv,0.99,0.83,0.67,0.68,0.82,0.71,0.95,0.49,0.93,0.96,0.6,0.64,0.88,0.88,0.73,0.43,0.94,0.62,0.55
critterding.csv,0.99,0.62,0.86,0.73,0.95,0.75,0.9,0.89,0.63,0.35,0.9,0.92,0.69,0.9,0.59,0.9,0.81,0.63,0.48
elateportal.csv,0.46,0.52,0.79,0.64,0.46,0.48,0.65,0.45,0.47,0.27,0.92,0.44,0.45,0.39,0.3,0.42,0.57,0.64,0.33
factor.csv,0.0,0.0,0.0,0.0,0.0,0.93,0.0,0.0,0.0,0.5,0.0,0.5,0.91,0.0,0.0,0.0,0.0,0.53,0.0
fceugc.csv,0.54,0.87,0.65,0.85,0.52,0.57,0.55,0.88,0.61,0.49,0.8,0.57,0.63,0.87,0.8,0.83,0.69,0.81,0.58
jstock.csv,0.99,0.8,0.88,0.59,0.83,0.8,0.95,0.67,0.83,0.56,0.89,0.79,0.93,0.8,0.9,0.91,0.94,0.67,0.95
keyczar.csv,0.69,0.69,0.0,0.44,0.75,0.88,0.92,0.76,0.48,0.78,0.8,0.8,0.93,0.43,0.83,0.44,0.96,0.0,0.49
mimosa.csv,0.79,0.6,0.4,0.49,0.44,0.54,0.55,0.42,0.46,0.26,0.43,0.4,0.42,0.44,0.41,0.4,0.62,0.89,0.38
miranda.csv,0.95,0.63,0.48,0.81,0.92,0.92,0.67,0.61,0.64,0.43,0.56,0.8,0.89,0.92,0.86,0.6,0.65,0.8,0.4
nativeclient.csv,0.43,0.45,0.46,0.45,0.35,0.49,0.45,0.42,0.48,0.27,0.34,0.31,0.44,0.5,0.33,0.61,0.57,0.9,0.37
ogre.csv,0.4,0.44,0.39,0.43,0.35,0.35,0.43,0.43,0.43,0.26,0.42,0.32,0.45,0.43,0.3,0.39,0.49,0.41,0.35
openfrag.csv,0.41,0.51,0.56,0.62,0.62,0.34,0.6,0.42,0.54,0.63,0.45,0.5,0.55,0.9,0.37,0.44,0.49,0.47,0.35
qdvdauthor.csv,0.62,0.76,0.55,0.66,0.95,0.48,0.7,0.7,0.62,0.5,0.45,0.59,0.64,0.76,0.67,0.5,0.78,0.71,0.62
qse.csv,0.69,0.56,0.62,0.77,0.88,0.74,0.74,0.5,0.61,0.43,0.52,0.78,0.88,0.75,0.5,0.52,0.75,0.67,0.44
reactos-mirror.csv,0.64,0.6,0.57,0.49,0.41,0.39,0.62,0.55,0.51,0.31,0.51,0.47,0.45,0.75,0.3,0.48,0.53,0.47,0.38
sandiaportals.csv,0.5,0.47,0.36,0.56,0.34,0.35,0.53,0.39,0.48,0.28,0.37,0.37,0.44,0.95,0.83,0.43,0.51,0.43,0.35
synergyspace.csv,0.88,0.0,0.8,0.5,0.83,0.93,0.83,0.87,0.67,0.83,0.5,0.83,0.95,0.0,0.5,0.0,0.93,0.71,0.75
uclmda.csv,0.4,0.45,0.89,0.42,0.59,0.74,0.92,0.49,0.52,0.26,0.45,0.43,0.53,0.47,0.86,0.39,0.47,0.83,0.35
