,rhex.csv,kmatplot.csv,dynalloy.csv,jcae.csv,nosleepsoftware.csv,rezilla.csv,yield.csv,hydrogen.csv,ossbuild.csv,quarkplayer.csv,virtuoso.csv,enzo.csv,lphant.csv,autowikibrowser.csv,rocrail.csv,quickfast.csv,natpad.csv
autowikibrowser.csv,0.33,0.47,0.4,0.21,0.5,0.25,0.63,0.43,0.09,0.11,0.41,0.83,0.61,0.73,0.51,0.74,0.6
dynalloy.csv,0.18,0.29,0.68,0.17,0.0,0.49,0.7,0.24,0.29,0.15,0.26,0.72,0.56,0.51,0.37,0.62,0.56
enzo.csv,0.25,0.36,0.51,0.19,0.4,0.38,0.64,0.32,0.13,0.14,0.39,0.88,0.59,0.58,0.39,0.79,0.53
hydrogen.csv,0.32,0.31,0.53,0.19,0.41,0.0,0.65,0.53,0.23,0.12,0.38,0.89,0.57,0.62,0.35,0.72,0.54
jcae.csv,0.0,0.32,0.19,0.51,0.21,0.24,0.4,0.56,0.0,0.0,0.4,0.02,0.31,0.62,0.52,0.3,0.0
kmatplot.csv,0.0,0.57,0.38,0.23,0.41,0.53,0.58,0.35,0.16,0.0,0.37,0.0,0.62,0.46,0.37,0.25,0.63
lphant.csv,0.25,0.39,0.52,0.2,0.37,0.29,0.67,0.3,0.19,0.14,0.39,0.69,0.7,0.69,0.41,0.75,0.61
natpad.csv,0.29,0.46,0.47,0.16,0.05,0.42,0.53,0.27,0.17,0.15,0.35,0.58,0.37,0.43,0.45,0.59,0.67
nosleepsoftware.csv,0.33,0.13,0.03,0.15,0.61,0.0,0.03,0.0,0.04,0.0,0.0,0.22,0.0,0.11,0.21,0.38,0.12
ossbuild.csv,0.12,0.32,0.56,0.45,0.0,0.26,0.67,0.33,0.44,0.15,0.4,0.28,0.56,0.66,0.48,0.37,0.49
quarkplayer.csv,0.27,0.28,0.27,0.11,0.0,0.46,0.18,0.05,0.17,0.23,0.15,0.52,0.29,0.33,0.0,0.16,0.31
quickfast.csv,0.22,0.35,0.41,0.21,0.48,0.25,0.5,0.29,0.17,0.14,0.4,0.89,0.59,0.59,0.39,0.81,0.55
rezilla.csv,0.15,0.36,0.23,0.2,0.46,0.6,0.26,0.41,0.13,0.06,0.36,0.06,0.23,0.43,0.37,0.68,0.24
rhex.csv,0.48,0.36,0.22,0.09,0.54,0.17,0.34,0.43,0.0,0.04,0.26,0.6,0.09,0.4,0.3,0.5,0.08
rocrail.csv,0.3,0.41,0.54,0.16,0.41,0.35,0.64,0.48,0.1,0.14,0.43,0.4,0.55,0.67,0.59,0.66,0.57
virtuoso.csv,0.21,0.31,0.54,0.19,0.41,0.51,0.62,0.24,0.0,0.13,0.44,0.89,0.56,0.59,0.36,0.34,0.04
yield.csv,0.25,0.45,0.6,0.19,0.42,0.24,0.75,0.34,0.11,0.17,0.43,0.82,0.64,0.63,0.51,0.75,0.65
