,rhex.csv,kmatplot.csv,dynalloy.csv,jcae.csv,nosleepsoftware.csv,rezilla.csv,yield.csv,hydrogen.csv,ossbuild.csv,quarkplayer.csv,virtuoso.csv,enzo.csv,lphant.csv,autowikibrowser.csv,rocrail.csv,quickfast.csv,natpad.csv
autowikibrowser.csv,0.67,0.72,0.44,1.0,0.69,0.16,0.52,0.62,0.25,0.45,0.74,0.75,0.64,0.75,0.91,0.83,0.72
dynalloy.csv,0.42,0.76,0.77,0.44,0.0,1.0,0.81,0.88,0.78,0.91,0.48,0.67,0.82,0.59,0.41,0.6,0.7
enzo.csv,1.0,0.86,0.79,1.0,0.88,0.37,0.86,0.81,0.44,0.73,0.74,0.83,1.0,0.86,1.0,0.94,0.79
hydrogen.csv,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.79,0.56
jcae.csv,0.0,0.31,0.13,1.0,0.19,0.16,0.25,0.56,0.0,0.0,0.31,0.01,0.18,0.59,0.82,0.19,0.0
kmatplot.csv,0.0,0.83,0.37,0.78,1.0,0.95,0.48,0.5,0.41,0.0,0.98,0.0,0.86,0.48,1.0,0.15,0.77
lphant.csv,0.83,0.76,0.87,1.0,0.81,0.26,0.86,0.75,0.59,0.73,0.93,0.55,0.68,0.93,0.95,0.87,0.72
natpad.csv,0.42,0.55,0.67,0.78,0.06,0.63,0.46,0.5,0.47,0.27,0.86,0.49,0.27,0.32,0.64,0.57,0.79
nosleepsoftware.csv,0.33,0.07,0.02,0.11,0.69,0.0,0.02,0.0,0.03,0.0,0.0,0.13,0.0,0.07,0.23,0.23,0.09
ossbuild.csv,0.17,0.76,0.77,0.56,0.0,0.21,0.83,0.94,0.69,0.73,0.43,0.17,0.73,0.91,0.82,0.26,0.42
quarkplayer.csv,0.33,0.41,0.15,0.22,0.0,0.63,0.11,0.06,0.41,0.64,0.19,0.37,0.23,0.23,0.0,0.11,0.3
quickfast.csv,0.83,0.69,0.5,1.0,1.0,0.16,0.49,0.81,0.56,0.73,0.4,1.0,1.0,0.91,0.91,0.79,0.84
rezilla.csv,0.5,0.72,0.25,0.56,1.0,0.68,0.21,0.75,0.28,0.18,0.86,0.03,0.23,0.45,0.91,0.62,0.23
rhex.csv,0.92,0.38,0.19,0.22,0.69,0.11,0.24,0.5,0.0,0.09,0.31,0.46,0.05,0.43,0.41,0.4,0.05
rocrail.csv,0.58,0.79,0.73,0.56,0.56,0.32,0.6,0.81,0.25,0.45,0.71,0.25,0.86,0.73,0.82,0.64,0.7
virtuoso.csv,0.75,0.76,1.0,1.0,1.0,1.0,0.92,0.88,0.0,0.91,0.48,0.99,0.95,0.86,0.95,0.21,0.02
yield.csv,0.58,0.86,0.98,1.0,0.69,0.16,0.73,0.81,0.25,0.91,0.86,0.76,0.86,0.73,0.95,0.79,0.74
