,rhex.csv,kmatplot.csv,dynalloy.csv,jcae.csv,nosleepsoftware.csv,rezilla.csv,yield.csv,hydrogen.csv,ossbuild.csv,quarkplayer.csv,virtuoso.csv,enzo.csv,lphant.csv,autowikibrowser.csv,rocrail.csv,quickfast.csv,natpad.csv
autowikibrowser.csv,0.22,0.35,0.37,0.12,0.39,0.6,0.8,0.32,0.05,0.06,0.28,0.92,0.58,0.7,0.36,0.67,0.52
dynalloy.csv,0.11,0.18,0.62,0.1,0.0,0.32,0.61,0.14,0.17,0.08,0.18,0.77,0.43,0.45,0.33,0.64,0.47
enzo.csv,0.14,0.23,0.37,0.11,0.26,0.39,0.51,0.2,0.07,0.08,0.26,0.92,0.42,0.44,0.24,0.68,0.4
hydrogen.csv,0.19,0.19,0.36,0.1,0.25,0.0,0.48,0.41,0.13,0.07,0.23,0.8,0.4,0.45,0.22,0.66,0.52
jcae.csv,0.0,0.32,0.35,0.35,0.23,0.5,0.94,0.56,0.0,0.0,0.57,1.0,1.0,0.65,0.38,0.69,0.0
kmatplot.csv,0.0,0.44,0.4,0.14,0.26,0.37,0.75,0.27,0.1,0.0,0.23,0.0,0.49,0.44,0.23,0.78,0.53
lphant.csv,0.15,0.26,0.37,0.11,0.24,0.31,0.55,0.19,0.12,0.08,0.25,0.93,0.71,0.55,0.26,0.66,0.53
natpad.csv,0.22,0.4,0.36,0.09,0.05,0.32,0.63,0.18,0.1,0.11,0.22,0.7,0.6,0.67,0.35,0.61,0.59
nosleepsoftware.csv,0.33,1.0,0.14,0.25,0.55,0.0,0.2,0.0,0.05,0.0,0.0,0.87,0.0,0.25,0.2,1.0,0.17
ossbuild.csv,0.09,0.2,0.44,0.38,0.0,0.33,0.56,0.2,0.32,0.08,0.37,0.85,0.46,0.51,0.34,0.71,0.6
quarkplayer.csv,0.22,0.21,1.0,0.08,0.0,0.36,0.54,0.04,0.11,0.14,0.13,0.88,0.38,0.62,0.0,0.36,0.32
quickfast.csv,0.13,0.24,0.35,0.12,0.31,0.6,0.52,0.18,0.1,0.07,0.39,0.8,0.42,0.44,0.25,0.84,0.4
rezilla.csv,0.09,0.24,0.21,0.12,0.3,0.54,0.35,0.29,0.08,0.03,0.23,0.75,0.24,0.4,0.23,0.76,0.26
rhex.csv,0.32,0.34,0.26,0.06,0.44,0.5,0.62,0.38,0.0,0.02,0.22,0.85,1.0,0.37,0.24,0.66,0.4
rocrail.csv,0.21,0.28,0.42,0.09,0.32,0.4,0.68,0.34,0.06,0.08,0.31,0.93,0.4,0.63,0.46,0.68,0.48
virtuoso.csv,0.12,0.2,0.37,0.1,0.25,0.35,0.47,0.14,0.0,0.07,0.42,0.8,0.4,0.45,0.22,0.83,0.5
yield.csv,0.16,0.3,0.44,0.1,0.3,0.5,0.77,0.22,0.07,0.1,0.29,0.89,0.51,0.56,0.34,0.71,0.57
