,array4j.csv,jbpm.csv,log4net.csv,pustefix.csv,haggle.csv,mediate.csv,tmva.csv,freedom-erp.csv,jgossipforum.csv,joustsim.csv,madman.csv,synecdoche.csv,emono.csv
array4j.csv,1.0,0.04,0.0,0.05,0.63,0.69,0.79,0.64,0.0,0.0,0.17,0.45,0.73
emono.csv,0.11,0.13,0.02,0.29,0.67,0.56,0.74,0.45,0.03,0.03,0.1,0.39,0.99
freedom-erp.csv,0.0,0.27,0.0,0.0,0.0,0.75,0.0,0.98,0.0,0.0,0.0,0.0,0.0
haggle.csv,0.0,0.1,0.0,0.34,0.99,0.6,0.69,0.65,0.04,0.56,0.28,0.43,0.66
jbpm.csv,0.29,1.0,0.0,0.25,0.6,0.3,0.73,0.38,0.0,0.14,0.0,0.45,0.0
jgossipforum.csv,0.05,0.36,0.17,0.25,0.67,0.0,0.7,0.0,0.83,1.0,1.0,0.57,0.75
joustsim.csv,0.12,0.27,0.0,0.35,0.74,1.0,0.72,0.19,0.05,1.0,0.21,0.41,0.67
log4net.csv,0.0,0.27,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
madman.csv,0.12,0.12,0.0,0.5,0.93,0.8,0.82,0.25,0.0,0.0,1.0,0.0,0.71
mediate.csv,0.22,0.17,0.02,0.36,0.78,0.97,0.83,0.63,0.06,0.33,0.27,0.43,0.71
pustefix.csv,0.19,0.15,0.02,1.0,0.5,0.47,0.76,0.41,0.03,0.33,0.25,0.0,0.58
synecdoche.csv,0.29,0.12,0.03,0.35,0.54,0.54,0.83,0.47,0.0,0.14,0.0,0.97,0.68
tmva.csv,0.2,0.12,0.02,0.26,0.65,0.59,1.0,0.58,0.02,0.14,0.21,0.5,0.69
