,array4j.csv,jbpm.csv,log4net.csv,pustefix.csv,haggle.csv,mediate.csv,tmva.csv,freedom-erp.csv,jgossipforum.csv,joustsim.csv,madman.csv,synecdoche.csv,emono.csv
array4j.csv,0.0,67.0,133.0,10.0,0.0,1.0,1.0,0.0,224.0,70.0,5.0,4.0,0.0
emono.csv,1.0,1.0,27.0,4.0,0.0,1.0,1.0,9.0,99.0,32.0,28.0,3.0,0.0
freedom-erp.csv,78.0,3.0,133.0,84.0,114.0,1.0,225.0,0.0,224.0,70.0,56.0,71.0,121.0
haggle.csv,78.0,15.0,133.0,3.0,0.0,0.0,1.0,5.0,55.0,0.0,9.0,1.0,6.0
jbpm.csv,1.0,0.0,133.0,3.0,0.0,2.0,1.0,1.0,224.0,6.0,56.0,3.0,121.0
jgossipforum.csv,4.0,3.0,1.0,2.0,0.0,68.0,0.0,166.0,1.0,0.0,0.0,0.0,0.0
joustsim.csv,3.0,1.0,133.0,4.0,0.0,0.0,2.0,8.0,36.0,0.0,13.0,3.0,1.0
log4net.csv,78.0,0.0,0.0,84.0,114.0,68.0,225.0,166.0,224.0,70.0,56.0,71.0,121.0
madman.csv,4.0,3.0,133.0,0.0,0.0,0.0,0.0,2.0,224.0,70.0,0.0,71.0,2.0
mediate.csv,9.0,12.0,14.0,5.0,0.0,0.0,0.0,0.0,31.0,1.0,8.0,0.0,0.0
pustefix.csv,5.0,1.0,48.0,0.0,0.0,3.0,0.0,1.0,104.0,0.0,3.0,71.0,1.0
synecdoche.csv,1.0,1.0,7.0,4.0,1.0,1.0,1.0,1.0,224.0,23.0,56.0,0.0,0.0
tmva.csv,3.0,1.0,24.0,1.0,0.0,2.0,0.0,1.0,130.0,38.0,12.0,0.0,0.0
