,array4j.csv,jbpm.csv,log4net.csv,pustefix.csv,haggle.csv,mediate.csv,tmva.csv,freedom-erp.csv,jgossipforum.csv,joustsim.csv,madman.csv,synecdoche.csv,emono.csv
array4j.csv,0.93,0.86,0.96,0.89,0.97,0.92,0.97,0.52,0.96,0.67,0.92,0.91,0.96
emono.csv,0.94,0.56,0.83,0.52,0.67,0.46,0.55,0.66,0.49,0.81,0.54,0.46,0.53
freedom-erp.csv,0.0,0.91,0.67,0.0,0.0,0.75,0.0,0.42,0.0,0.5,0.0,0.0,0.0
haggle.csv,0.0,0.98,0.94,0.46,0.55,0.8,0.43,0.96,0.58,0.89,0.48,0.41,0.5
jbpm.csv,0.86,0.98,0.98,0.92,0.97,0.9,0.98,0.88,0.9,0.86,0.0,0.91,0.0
jgossipforum.csv,0.55,0.98,0.83,0.75,0.67,0.5,0.9,0.0,0.83,0.0,0.0,0.79,0.75
joustsim.csv,0.71,0.98,0.94,0.71,0.52,0.67,0.59,0.94,0.76,0.82,0.43,0.38,0.52
log4net.csv,0.0,0.91,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
madman.csv,0.88,0.97,0.91,0.5,0.93,0.8,0.94,0.75,0.0,0.5,0.88,0.67,0.86
mediate.csv,0.49,0.62,0.66,0.64,0.48,0.47,0.54,0.54,0.52,0.37,0.45,0.4,0.48
pustefix.csv,0.56,0.62,0.65,0.8,0.92,0.93,0.97,0.7,0.53,0.67,0.75,0.86,0.95
synecdoche.csv,0.81,0.69,0.8,0.65,0.8,0.38,0.68,0.72,0.98,0.53,0.95,0.62,0.53
tmva.csv,0.44,0.46,0.47,0.55,0.54,0.36,0.52,0.31,0.49,0.51,0.39,0.47,0.52
