,array4j.csv,jbpm.csv,log4net.csv,pustefix.csv,haggle.csv,mediate.csv,tmva.csv,freedom-erp.csv,jgossipforum.csv,joustsim.csv,madman.csv,synecdoche.csv,emono.csv
array4j.csv,0.88,0.1,0.0,0.04,0.32,0.23,0.18,0.42,0.0,0.0,0.25,0.17,0.24
emono.csv,0.12,0.67,0.33,0.7,0.65,0.56,0.66,0.26,1.0,0.09,0.5,0.76,0.98
freedom-erp.csv,0.0,0.06,0.0,0.0,0.0,0.08,0.0,0.97,0.0,0.0,0.0,0.0,0.0
haggle.csv,0.0,0.1,0.0,0.83,0.99,0.08,0.62,0.15,0.6,0.45,0.88,0.55,0.36
jbpm.csv,0.12,0.96,0.0,0.13,0.24,0.08,0.18,0.03,0.0,0.09,0.0,0.17,0.0
jgossipforum.csv,0.06,0.29,0.33,0.04,0.03,0.0,0.04,0.0,1.0,0.09,0.12,0.28,0.04
joustsim.csv,0.12,0.25,0.0,0.26,0.5,0.08,0.23,0.03,0.6,1.0,0.75,0.55,0.39
log4net.csv,0.0,0.06,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
madman.csv,0.06,0.08,0.0,0.04,0.18,0.1,0.08,0.01,0.0,0.0,1.0,0.0,0.06
mediate.csv,0.56,0.42,0.33,0.35,0.53,0.95,0.38,0.37,1.0,0.91,0.75,0.45,0.55
pustefix.csv,0.62,0.75,0.67,0.87,0.08,0.18,0.17,0.27,0.8,0.09,0.12,0.0,0.14
synecdoche.csv,0.38,0.38,0.33,0.35,0.26,0.72,0.37,0.26,0.0,0.64,0.0,0.97,0.75
tmva.csv,0.75,0.87,0.67,0.48,0.55,0.87,0.98,1.0,0.8,0.82,1.0,0.62,0.74
