,array4j.csv,jbpm.csv,log4net.csv,pustefix.csv,haggle.csv,mediate.csv,tmva.csv,freedom-erp.csv,jgossipforum.csv,joustsim.csv,madman.csv,synecdoche.csv,emono.csv
array4j.csv,0.12,0.95,1.02,1.0,0.76,0.78,0.83,0.66,1.01,1.0,0.78,0.84,0.78
emono.csv,0.91,0.72,0.73,0.71,0.68,0.71,0.73,0.86,0.68,1.09,0.87,0.83,0.03
freedom-erp.csv,1.0,0.94,1.0,1.0,1.0,0.92,1.0,0.04,1.0,1.0,1.0,1.0,1.0
haggle.csv,1.0,0.91,1.01,0.62,0.03,0.93,0.87,0.85,0.52,0.55,0.39,0.66,0.73
jbpm.csv,0.88,0.04,1.05,0.88,0.81,0.95,0.84,0.97,1.0,0.91,1.0,0.84,1.0
jgossipforum.csv,0.99,0.72,0.67,0.96,0.97,1.0,0.96,1.0,0.0,0.91,0.88,0.74,0.96
joustsim.csv,0.91,0.76,1.01,0.76,0.59,0.92,0.8,0.99,0.47,0.0,0.51,0.7,0.71
log4net.csv,1.0,0.94,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
madman.csv,0.94,0.93,1.0,0.96,0.82,0.9,0.92,0.99,1.0,1.0,0.0,1.0,0.94
mediate.csv,0.67,0.65,0.73,0.69,0.54,0.06,0.66,0.7,0.35,0.35,0.41,0.68,0.62
pustefix.csv,0.79,0.62,0.72,0.13,0.93,0.86,0.84,0.91,0.68,0.91,0.88,1.01,0.88
synecdoche.csv,0.67,0.73,0.7,0.7,0.84,0.85,0.66,0.84,1.02,0.82,1.07,0.04,0.71
tmva.csv,0.82,0.84,0.7,0.72,0.7,0.81,0.02,0.99,0.83,0.95,0.61,0.56,0.69
