,ktc.csv,elmo.csv,neoengine.csv,zorannt.csv,vapor.csv,zscreen.csv,rosegarden.csv,nicepress.csv,etherboot.csv,gpac.csv,smarttag.csv,mbse.csv,gebr.csv,plplot.csv,omseek.csv,kml.csv,pcsx2.csv,wxjs.csv,gstreamer.csv,miranda.csv
elmo.csv,0.98,0.8,0.91,0.96,0.93,0.95,0.99,0.95,0.94,0.88,0.88,0.98,0.94,0.94,0.98,0.9,0.96,0.96,0.94,0.98
etherboot.csv,0.89,0.74,0.98,0.83,0.9,0.71,0.95,0.77,0.86,0.93,0.8,0.98,0.83,0.69,0.81,0.95,0.91,0.94,0.78,0.98
gebr.csv,0.38,0.49,0.4,0.42,0.38,0.38,0.43,0.42,0.42,0.36,0.38,0.37,0.47,0.47,0.38,0.33,0.41,0.39,0.39,0.34
gpac.csv,0.52,0.65,0.62,0.62,0.62,0.59,0.65,0.6,0.67,0.48,0.44,0.71,0.8,0.93,0.65,0.59,0.68,0.67,0.58,0.47
gstreamer.csv,0.43,0.53,0.44,0.47,0.49,0.88,0.48,0.52,0.55,0.4,0.43,0.41,0.52,0.65,0.52,0.49,0.41,0.63,0.45,0.34
kml.csv,0.44,0.52,0.47,0.48,0.49,0.46,0.57,0.49,0.59,0.46,0.42,0.37,0.56,0.7,0.5,0.44,0.46,0.55,0.52,0.4
ktc.csv,0.5,0.43,0.57,0.57,0.66,0.62,0.63,0.63,0.67,0.6,0.73,0.39,0.68,0.5,0.68,0.62,0.53,0.64,0.55,0.44
mbse.csv,0.59,0.76,0.63,0.74,0.53,0.62,0.64,0.56,0.61,0.47,0.62,0.78,0.57,0.71,0.63,0.66,0.52,0.52,0.62,0.47
miranda.csv,0.52,0.7,0.39,0.78,0.62,0.73,0.63,0.55,0.41,0.36,0.5,0.47,0.49,0.47,0.6,0.52,0.46,0.61,0.54,0.4
neoengine.csv,0.45,0.5,0.59,0.72,0.5,0.42,0.5,0.47,0.64,0.43,0.53,0.36,0.54,0.58,0.5,0.39,0.44,0.82,0.43,0.39
nicepress.csv,0.6,0.96,0.5,0.61,0.68,0.67,0.57,0.58,0.8,0.45,0.83,0.4,0.54,0.68,0.73,0.48,0.55,0.87,0.5,0.41
omseek.csv,0.62,0.91,0.96,0.83,0.84,0.68,0.97,0.73,0.75,0.94,0.52,0.68,0.83,0.0,0.97,0.8,0.97,0.67,0.97,0.98
pcsx2.csv,0.49,0.53,0.5,0.45,0.54,0.42,0.55,0.59,0.55,0.34,0.61,0.7,0.44,0.58,0.53,0.48,0.49,0.67,0.43,0.41
plplot.csv,0.47,0.51,0.56,0.5,0.56,0.5,0.53,0.49,0.65,0.36,0.5,0.36,0.71,0.7,0.56,0.37,0.44,0.55,0.49,0.45
rosegarden.csv,0.65,0.82,0.57,0.67,0.53,0.66,0.67,0.66,0.6,0.86,0.5,0.98,0.69,0.72,0.62,0.85,0.59,0.53,0.53,0.46
smarttag.csv,0.6,0.5,0.87,0.65,0.64,0.79,0.7,0.88,0.85,0.61,0.77,0.88,0.93,0.9,0.72,0.89,0.95,0.68,0.81,0.85
vapor.csv,0.88,0.5,0.91,0.96,0.79,0.8,0.96,0.93,0.89,0.0,0.62,0.67,0.91,0.8,0.97,0.75,0.92,0.9,0.96,0.95
wxjs.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,0.0,0.0
zorannt.csv,0.7,0.45,0.64,0.91,0.61,0.58,0.75,0.67,0.71,0.45,0.59,0.82,0.73,0.61,0.63,0.49,0.64,0.57,0.54,0.83
zscreen.csv,0.42,0.55,0.56,0.75,0.46,0.48,0.46,0.52,0.47,0.44,0.46,0.83,0.59,0.56,0.51,0.43,0.49,0.54,0.36,0.38
