,ktc.csv,elmo.csv,neoengine.csv,zorannt.csv,vapor.csv,zscreen.csv,rosegarden.csv,nicepress.csv,etherboot.csv,gpac.csv,smarttag.csv,mbse.csv,gebr.csv,plplot.csv,omseek.csv,kml.csv,pcsx2.csv,wxjs.csv,gstreamer.csv,miranda.csv
elmo.csv,0.91,0.0,0.97,0.88,0.81,0.85,0.94,0.86,0.9,0.91,0.95,0.91,0.85,0.94,0.86,1.0,0.98,0.66,0.95,0.86
etherboot.csv,0.87,1.05,0.83,0.87,0.92,0.78,0.79,0.84,0.05,0.87,1.01,0.85,0.93,0.85,0.78,0.87,0.81,0.9,0.76,0.87
gebr.csv,0.67,0.84,0.68,0.63,0.82,0.67,0.7,0.64,0.74,0.77,0.82,0.71,0.04,0.72,0.72,0.76,0.82,0.81,0.71,0.83
gpac.csv,0.58,0.94,0.6,0.74,0.69,0.73,0.62,0.65,0.68,0.06,0.8,0.65,0.69,0.68,0.64,0.59,0.68,0.97,0.62,0.74
gstreamer.csv,0.45,0.57,0.52,0.5,0.47,0.75,0.51,0.53,0.76,0.68,0.67,0.57,0.55,0.67,0.46,0.62,0.55,0.8,0.02,0.65
kml.csv,0.54,0.66,0.51,0.44,0.7,0.57,0.56,0.55,0.53,0.63,0.5,0.52,0.47,0.7,0.49,0.0,0.48,0.71,0.55,0.66
ktc.csv,0.04,0.68,0.57,0.51,0.66,0.62,0.52,0.67,0.84,0.64,0.74,0.64,0.82,0.58,0.64,0.73,0.62,0.54,0.61,0.61
mbse.csv,0.61,0.84,0.59,0.63,0.83,0.86,0.6,0.62,0.69,0.64,0.85,0.08,0.92,0.68,0.63,0.91,0.73,0.76,0.76,0.67
miranda.csv,0.55,0.85,0.66,0.62,0.78,0.8,0.61,0.58,0.67,0.77,1.0,0.73,0.68,0.53,0.61,0.64,0.56,0.94,0.72,0.01
neoengine.csv,0.78,1.0,0.05,0.54,0.89,0.9,0.68,0.93,0.52,0.59,0.59,0.99,0.92,0.91,0.85,0.98,0.75,0.77,0.87,0.79
nicepress.csv,0.57,0.9,0.52,0.6,0.65,0.96,0.47,0.0,0.91,0.71,0.86,0.95,0.67,0.6,0.62,0.84,0.6,1.01,0.95,0.56
omseek.csv,0.62,1.01,0.83,0.87,0.98,0.63,0.83,0.73,1.0,0.9,0.76,0.69,0.94,0.95,0.12,0.71,0.88,1.0,0.93,0.85
pcsx2.csv,0.57,0.92,0.63,0.5,0.6,0.64,0.59,0.55,0.52,0.83,0.65,0.82,0.57,0.59,0.61,0.58,0.03,0.96,0.88,0.66
plplot.csv,0.56,0.99,0.55,0.58,0.77,0.69,0.5,0.5,0.73,0.86,0.76,1.0,0.85,0.05,0.59,0.95,0.99,0.86,0.63,0.62
rosegarden.csv,0.51,0.81,0.65,0.64,0.77,0.83,0.06,0.6,0.69,0.89,0.75,0.88,0.9,0.69,0.66,0.9,0.71,0.67,0.77,0.56
smarttag.csv,0.66,0.87,0.78,0.66,0.79,0.8,0.67,0.79,0.91,0.76,0.15,0.83,0.92,0.82,0.76,0.87,0.89,0.79,0.78,0.78
vapor.csv,0.78,1.0,0.97,1.01,0.04,0.89,0.91,0.93,0.82,0.98,0.63,1.0,0.92,0.91,0.85,0.95,0.98,1.01,0.91,0.97
wxjs.csv,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
zorannt.csv,0.68,0.72,0.77,0.04,0.81,0.62,0.66,0.71,0.73,0.67,0.72,0.77,0.93,0.73,0.73,0.72,0.75,0.61,0.79,0.85
zscreen.csv,0.57,0.76,0.59,0.69,0.7,0.0,0.76,0.5,0.87,0.65,0.7,0.86,0.87,0.68,0.7,0.56,0.54,0.95,0.69,0.8
