,ivatamasks.csv,mule.csv,adonthell.csv,libopenmetaverse.csv,decidr.csv,exist.csv,elynx.csv,runuomondains.csv
adonthell.csv,0.42,0.43,0.7,0.37,0.48,0.43,0.36,0.43
decidr.csv,0.39,0.4,0.47,0.35,0.42,0.34,0.39,0.42
exist.csv,0.54,0.35,0.47,0.38,0.46,0.43,0.36,0.48
ivatamasks.csv,0.37,0.43,0.83,0.49,0.45,0.44,0.47,0.49
libopenmetaverse.csv,0.43,0.38,0.46,0.5,0.35,0.48,0.37,0.78
mule.csv,0.79,0.41,0.9,0.48,0.98,0.73,0.88,0.45
runuomondains.csv,0.46,0.45,0.88,0.77,0.38,0.44,0.5,0.71
