,vdsf.csv,n2cms.csv,apolloplayer.csv,nuttx.csv,maidsafe-dht.csv,nug.csv,redshell.csv,nassp.csv,oppna-program-hsatools.csv,grisbi.csv,tcvp.csv,tart.csv,dspace-gsoc.csv,zabbix.csv,super-tux.csv,mesa3d.csv,ninject.csv,oorexx.csv,web-cat.csv
apolloplayer.csv,1.0,0.67,0.71,0.84,0.43,0.59,0.52,0.5,0.59,0.08,0.0,0.6,0.69,0.12,0.46,1.0,1.0,0.17,0.74
dspace-gsoc.csv,0.65,0.9,0.62,0.12,0.71,0.47,0.38,0.67,0.97,0.89,0.56,0.8,0.75,0.54,0.42,0.39,0.2,0.31,1.0
grisbi.csv,1.0,0.71,1.0,1.0,0.93,0.76,0.91,1.0,0.86,0.86,0.78,1.0,0.94,0.77,0.89,0.9,0.8,0.89,0.95
maidsafe-dht.csv,0.42,0.21,0.12,0.15,0.64,0.47,0.33,0.5,0.52,0.88,0.0,0.4,0.64,0.63,0.27,0.8,0.2,0.17,0.79
mesa3d.csv,0.42,0.35,0.29,0.45,0.64,0.53,0.48,0.92,0.69,0.42,1.0,0.8,0.39,0.28,0.68,0.54,0.0,0.22,0.47
n2cms.csv,0.67,0.75,0.75,0.38,0.64,0.47,0.55,1.0,0.33,0.85,0.22,0.6,0.64,0.82,0.44,0.59,1.0,0.83,0.68
nassp.csv,0.0,0.23,0.42,0.01,0.29,0.29,0.31,0.75,0.21,0.35,0.0,0.2,0.08,0.23,0.3,0.38,0.4,0.25,0.26
ninject.csv,0.48,0.4,0.25,0.22,0.5,0.53,0.16,0.33,0.31,0.3,0.0,0.2,0.44,0.34,0.35,0.38,1.0,0.53,0.79
nug.csv,0.01,0.46,0.21,0.23,0.14,0.82,0.09,0.5,0.53,0.08,0.56,0.2,0.36,0.06,0.31,0.46,0.2,0.39,0.0
nuttx.csv,0.05,0.08,0.33,0.73,0.21,0.35,0.37,0.5,0.12,0.2,0.78,0.6,0.08,0.29,0.38,0.19,0.0,0.42,0.32
oorexx.csv,0.39,0.27,0.62,0.3,0.64,0.47,0.47,0.83,0.31,0.62,0.67,1.0,0.19,0.34,0.41,0.54,0.2,0.67,0.53
oppna-program-hsatools.csv,1.0,0.81,1.0,0.8,0.93,0.82,0.93,0.92,0.86,0.89,0.0,0.8,0.94,0.69,0.71,0.94,1.0,1.0,1.0
redshell.csv,0.81,0.21,0.33,0.95,0.5,0.53,0.73,0.33,0.66,0.26,0.56,0.6,0.03,0.78,0.69,0.48,0.6,0.39,0.63
super-tux.csv,0.65,0.31,0.46,0.76,0.93,0.65,0.57,0.75,0.36,0.62,1.0,0.8,0.92,0.69,0.92,0.81,0.0,0.44,0.58
tart.csv,0.0,0.23,0.62,0.08,0.64,0.35,0.48,0.67,0.59,0.94,1.0,1.0,0.61,0.62,0.42,0.07,0.6,0.47,0.16
tcvp.csv,0.0,0.1,0.0,0.01,0.07,0.0,0.0,0.0,0.08,0.02,0.89,0.0,0.0,0.06,0.02,0.03,0.2,0.0,0.0
vdsf.csv,0.36,0.83,0.88,0.71,0.86,0.59,0.91,0.75,0.89,0.98,0.56,1.0,0.92,0.97,0.86,0.87,1.0,0.86,1.0
web-cat.csv,0.34,0.73,0.83,0.32,0.93,0.53,0.75,0.75,0.87,0.97,1.0,1.0,0.81,0.95,0.79,0.42,1.0,0.72,0.63
zabbix.csv,0.29,0.88,0.67,0.27,0.57,0.47,0.54,0.92,0.66,0.59,0.44,1.0,0.61,0.48,0.56,0.65,1.0,0.53,0.47
