,brlcad.csv,konversation.csv,firebreath.csv,fltk.csv,co-ode-owl-plugins.csv,openxava.csv,gretl.csv,bibedt.csv,sumatrapdf.csv,micomt.csv,glas.csv,wxcode.csv,tweetsharp.csv,arm-webradio.csv
arm-webradio.csv,198.0,98.5,98.5,375.0,427.5,776.0,99.0,0.0,279.0,887.0,588.5,97.5,97.5,98.5
bibedt.csv,396.0,98.5,98.5,279.5,1255.0,94.5,98.5,243.5,468.5,110.0,429.5,97.5,180.0,98.5
brlcad.csv,594.0,98.5,98.5,257.5,2328.0,481.5,98.5,74.5,43.5,125.0,364.5,891.5,181.0,191.0
co-ode-owl-plugins.csv,198.0,98.5,98.5,755.0,305.5,1067.0,98.5,196.5,89.5,1031.0,490.0,97.5,182.0,98.5
firebreath.csv,396.0,98.5,98.5,375.0,957.0,482.0,98.5,330.0,614.0,592.0,141.0,97.5,180.0,98.5
fltk.csv,198.0,98.5,98.5,188.0,1406.0,1067.0,96.5,100.5,55.5,176.5,97.5,97.5,181.0,97.5
glas.csv,594.0,98.5,98.5,947.0,1243.5,1067.0,98.5,259.5,381.0,2345.5,648.5,95.5,174.0,98.5
gretl.csv,594.0,98.5,98.5,656.5,1317.0,1067.0,98.5,259.5,186.0,2214.5,591.5,95.5,97.5,98.5
konversation.csv,198.0,98.5,98.5,283.5,944.5,971.5,98.5,165.0,371.0,444.0,26.5,97.5,180.0,92.5
micomt.csv,297.0,98.5,98.5,762.5,2961.0,777.0,98.5,511.0,127.0,352.5,196.5,97.5,97.5,98.5
openxava.csv,196.5,98.5,98.5,1022.0,962.0,190.0,99.0,531.0,565.0,1835.0,85.5,97.5,95.5,98.5
sumatrapdf.csv,198.0,98.5,98.5,1046.0,2777.0,1067.0,98.5,531.0,211.5,1825.0,690.5,97.5,196.5,98.5
tweetsharp.csv,594.0,98.5,98.5,186.0,1912.0,970.5,98.5,203.5,156.0,1212.0,690.5,97.5,196.5,98.5
wxcode.csv,99.0,98.5,97.5,758.5,156.5,190.0,96.5,249.5,366.5,227.5,152.0,97.5,87.5,80.5
