,pclasses.csv,tzod.csv,atlc.csv,theresa.csv,pfaedit.csv,thrust.csv,yaprm.csv,tktoolkit.csv,miranda-icq.csv,aten.csv,trinitycore.csv,rockbox.csv
atlc.csv,0.65,0.6,0.98,0.24,0.46,0.68,0.61,0.51,0.54,0.0,0.51,0.58
miranda-icq.csv,0.0,0.44,0.18,0.37,0.36,0.21,0.19,0.54,0.93,0.28,0.31,0.19
pclasses.csv,0.93,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.28
pfaedit.csv,0.21,0.41,0.61,0.67,1.0,0.07,0.44,0.51,0.37,0.43,0.55,0.42
rockbox.csv,0.47,0.61,0.51,0.66,0.41,0.14,0.58,0.52,0.5,0.0,0.61,1.0
theresa.csv,0.0,0.05,0.0,1.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0
thrust.csv,0.11,0.22,0.55,0.74,0.6,0.9,0.26,0.51,0.4,0.4,0.5,0.3
tktoolkit.csv,0.46,0.45,0.15,0.82,0.42,0.39,0.43,0.89,0.43,0.0,0.44,0.39
trinitycore.csv,0.31,0.09,0.02,0.65,0.56,0.21,0.19,0.44,0.07,0.18,0.96,0.25
tzod.csv,0.48,1.0,0.52,0.8,0.74,0.39,0.57,0.56,0.6,0.0,0.55,0.3
yaprm.csv,0.48,0.44,0.2,0.93,0.35,0.58,0.99,0.2,0.33,0.44,0.59,0.48
