,pclasses.csv,tzod.csv,atlc.csv,theresa.csv,pfaedit.csv,thrust.csv,yaprm.csv,tktoolkit.csv,miranda-icq.csv,aten.csv,trinitycore.csv,rockbox.csv
atlc.csv,0.64,0.5,0.0,0.94,0.69,0.51,0.63,0.7,0.75,1.0,0.51,0.72
miranda-icq.csv,0.25,0.35,0.03,0.26,0.11,0.06,0.13,0.39,0.01,0.0,0.17,0.06
pclasses.csv,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.81
pfaedit.csv,0.07,0.23,0.41,0.32,0.0,0.02,0.39,0.34,0.23,0.0,0.56,0.03
rockbox.csv,0.45,0.44,0.76,0.36,0.31,0.15,0.63,0.68,0.55,1.0,0.5,0.0
theresa.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0
thrust.csv,0.34,0.29,0.24,0.64,0.6,0.02,0.26,0.34,0.5,0.0,0.31,0.19
tktoolkit.csv,0.52,0.27,0.03,0.52,0.69,0.32,0.45,0.0,0.34,1.0,0.27,0.47
trinitycore.csv,0.14,0.1,0.0,0.4,0.17,0.15,0.18,0.19,0.07,0.0,0.0,0.0
tzod.csv,0.34,0.0,0.55,0.56,0.46,0.32,0.58,0.57,0.42,1.0,0.47,0.25
yaprm.csv,0.34,0.42,0.1,0.26,0.23,0.6,0.03,0.19,0.19,0.0,0.5,0.47
