,pclasses.csv,tzod.csv,atlc.csv,theresa.csv,pfaedit.csv,thrust.csv,yaprm.csv,tktoolkit.csv,miranda-icq.csv,aten.csv,trinitycore.csv,rockbox.csv
atlc.csv,0.2,0.41,1.0,0.06,0.54,0.35,0.53,0.11,0.26,0.99,0.24,0.39
miranda-icq.csv,0.0,0.39,0.86,0.07,0.81,0.5,0.55,0.16,0.96,1.0,0.34,0.6
pclasses.csv,1.0,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.19
pfaedit.csv,0.33,0.48,0.68,0.11,1.0,0.5,0.5,0.17,0.33,1.0,0.25,0.88
rockbox.csv,0.17,0.45,0.57,0.1,0.65,0.22,0.51,0.12,0.25,0.99,0.29,1.0
theresa.csv,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0
thrust.csv,0.05,0.26,0.75,0.09,0.64,0.94,0.44,0.17,0.21,1.0,0.33,0.45
tktoolkit.csv,0.15,0.46,0.83,0.1,0.51,0.29,0.47,1.0,0.29,0.99,0.32,0.32
trinitycore.csv,0.27,0.29,1.0,0.09,0.82,0.3,0.46,0.24,0.21,1.0,1.0,1.0
tzod.csv,0.21,1.0,0.58,0.1,0.73,0.29,0.51,0.14,0.33,0.99,0.27,0.38
yaprm.csv,0.21,0.35,0.7,0.19,0.68,0.28,0.97,0.12,0.34,1.0,0.29,0.38
