,pclasses.csv,tzod.csv,atlc.csv,theresa.csv,pfaedit.csv,thrust.csv,yaprm.csv,tktoolkit.csv,miranda-icq.csv,aten.csv,trinitycore.csv,rockbox.csv
atlc.csv,0.56,0.49,0.5,0.4,0.5,0.59,0.37,0.48,0.43,0.44,0.51,0.53
miranda-icq.csv,0.93,0.68,0.86,0.71,0.76,0.83,0.91,0.48,0.82,0.83,0.7,0.8
pclasses.csv,0.9,0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98,0.62
pfaedit.csv,0.83,0.81,0.51,0.61,0.35,0.5,0.5,0.61,0.67,0.49,0.43,0.62
rockbox.csv,0.43,0.42,0.49,0.5,0.65,0.89,0.37,0.38,0.4,0.45,0.48,0.47
theresa.csv,0.0,0.0,0.0,0.67,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0
thrust.csv,0.65,0.89,0.64,0.34,0.4,0.88,0.78,0.56,0.55,0.58,0.56,0.82
tktoolkit.csv,0.59,0.54,0.83,0.38,0.45,0.67,0.5,0.95,0.57,0.45,0.66,0.64
trinitycore.csv,0.91,0.86,0.0,0.5,0.5,0.9,0.85,0.79,0.93,0.97,0.81,0.75
tzod.csv,0.71,0.56,0.53,0.45,0.32,0.62,0.42,0.42,0.48,0.48,0.56,0.62
yaprm.csv,0.71,0.61,0.9,0.62,0.68,0.62,0.5,0.85,0.73,0.58,0.56,0.71
