,pclasses.csv,tzod.csv,atlc.csv,theresa.csv,pfaedit.csv,thrust.csv,yaprm.csv,tktoolkit.csv,miranda-icq.csv,aten.csv,trinitycore.csv,rockbox.csv
atlc.csv,0.82,0.63,0.98,1.0,0.52,0.76,0.73,0.61,0.77,0.78,0.51,0.79
miranda-icq.csv,0.0,0.41,0.15,0.33,0.31,0.18,0.16,0.52,0.92,0.24,0.27,0.16
pclasses.csv,0.91,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.32
pfaedit.csv,0.18,0.37,0.61,0.67,1.0,0.06,0.41,0.48,0.33,0.38,0.58,0.37
rockbox.csv,0.45,0.63,0.71,0.67,0.37,0.12,0.68,0.61,0.52,0.75,0.64,1.0
theresa.csv,0.0,0.04,0.0,1.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0
thrust.csv,0.09,0.19,0.51,1.0,0.69,0.88,0.22,0.48,0.38,0.35,0.47,0.26
tktoolkit.csv,0.45,0.41,0.12,1.0,0.46,0.35,0.41,0.87,0.4,0.62,0.4,0.37
trinitycore.csv,0.27,0.07,0.02,0.67,0.52,0.18,0.16,0.39,0.06,0.15,0.95,0.21
tzod.csv,0.45,1.0,0.54,1.0,0.81,0.35,0.62,0.61,0.6,0.64,0.55,0.26
yaprm.csv,0.45,0.41,0.17,1.0,0.31,0.65,1.0,0.17,0.29,0.39,0.62,0.47
