,pclasses.csv,tzod.csv,atlc.csv,theresa.csv,pfaedit.csv,thrust.csv,yaprm.csv,tktoolkit.csv,miranda-icq.csv,aten.csv,trinitycore.csv,rockbox.csv
atlc.csv,1.0,3.0,0.0,46.0,1.0,1.0,0.0,3.0,4.0,0.0,21.0,12.0
miranda-icq.csv,66.0,1.0,0.0,13.0,1.0,0.0,0.0,16.0,0.0,0.0,4.0,1.0
pclasses.csv,0.0,5.0,69.0,52.0,88.0,63.0,74.0,177.0,201.0,196.0,1.0,13.0
pfaedit.csv,2.0,9.0,0.0,15.0,0.0,1.0,0.0,3.0,2.0,0.0,7.0,0.0
rockbox.csv,4.0,1.0,0.0,17.0,3.0,1.0,0.0,33.0,6.0,0.0,5.0,0.0
theresa.csv,66.0,0.0,69.0,0.0,88.0,63.0,74.0,177.0,3.0,196.0,223.0,50.0
thrust.csv,14.0,2.0,0.0,31.0,8.0,0.0,3.0,8.0,1.0,0.0,12.0,3.0
tktoolkit.csv,1.0,4.0,0.0,25.0,11.0,1.0,3.0,0.0,0.0,0.0,11.0,6.0
trinitycore.csv,2.0,5.0,0.0,19.0,1.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0
tzod.csv,7.0,0.0,2.0,28.0,2.0,3.0,2.0,23.0,4.0,0.0,14.0,1.0
yaprm.csv,7.0,7.0,2.0,12.0,2.0,1.0,0.0,17.0,0.0,0.0,17.0,9.0
