,beast-mcmc.csv,openefm.csv,jrefactory.csv,jsecurity.csv,sidekar.csv,libopenmetaverse.csv,mobicents.csv,cuberok.csv,jgnash.csv,jbasic.csv,apertium.csv,yarp0.csv,exist.csv,mp-rechnungs-und-kundenverwaltung.csv,wheat.csv,bigdata.csv,wsmt.csv,ambulant.csv,opendvr.csv,icescrum.csv
ambulant.csv,0.73,0.87,0.71,0.88,0.65,0.69,0.7,0.94,0.7,0.95,0.92,0.73,0.87,0.59,0.76,0.74,0.73,0.34,0.78,0.9
apertium.csv,0.7,0.76,0.76,0.8,0.7,0.7,0.67,0.95,0.7,0.5,0.25,0.94,0.82,0.55,0.87,0.8,0.86,0.83,1.0,0.6
beast-mcmc.csv,0.39,0.58,0.94,0.61,0.65,0.75,0.67,0.81,0.7,0.56,0.95,0.89,0.96,0.84,0.85,0.79,0.81,0.66,0.98,0.76
bigdata.csv,0.69,0.58,0.73,0.72,0.54,0.58,0.75,1.0,0.57,0.78,0.96,0.8,0.64,0.68,0.96,0.55,0.52,0.91,0.79,0.7
cuberok.csv,0.58,0.9,0.78,0.74,0.72,0.7,0.77,0.36,0.56,0.75,0.79,0.86,0.7,0.72,0.84,0.64,0.47,0.66,0.96,0.57
exist.csv,0.73,0.93,0.86,0.55,0.53,0.8,0.89,0.73,0.88,0.79,0.92,0.72,0.36,0.84,0.84,0.63,0.98,0.58,0.89,0.86
icescrum.csv,0.43,0.68,0.74,0.66,0.62,0.7,0.62,0.66,0.59,0.63,0.52,0.94,0.8,0.54,0.57,0.69,0.94,0.67,0.84,0.28
jbasic.csv,0.7,0.62,0.89,0.67,0.84,0.76,0.79,0.73,0.71,0.44,0.93,0.67,0.94,0.85,0.92,0.61,1.0,0.68,0.91,0.82
jgnash.csv,0.6,0.52,0.71,0.53,0.7,0.7,0.65,0.73,0.34,0.78,0.74,0.61,0.63,0.57,0.74,0.62,0.81,0.64,0.83,0.9
jrefactory.csv,0.87,0.83,0.47,0.9,0.9,0.84,0.82,0.75,0.9,0.78,0.82,0.68,0.88,0.7,0.71,0.79,0.93,0.61,0.77,0.79
jsecurity.csv,0.7,0.5,0.82,0.38,0.85,0.58,0.67,0.83,0.61,0.86,0.86,0.83,0.58,0.66,0.87,0.75,0.94,0.81,0.91,0.8
libopenmetaverse.csv,1.0,0.97,0.97,1.0,0.95,0.52,1.0,0.91,0.99,1.0,0.75,0.9,0.75,1.0,1.0,1.0,1.0,0.76,0.82,1.0
mobicents.csv,0.53,0.52,0.75,0.56,0.49,0.89,0.46,0.72,0.51,0.7,0.49,0.85,0.76,0.64,0.6,0.58,0.75,0.76,0.83,0.76
mp-rechnungs-und-kundenverwaltung.csv,0.78,0.69,0.77,0.77,0.65,0.7,0.6,0.69,0.64,0.76,0.41,0.69,0.83,0.53,0.93,0.71,0.83,0.76,0.78,0.67
opendvr.csv,0.48,0.52,0.91,0.51,0.52,1.0,0.53,0.64,0.65,0.56,0.62,0.69,0.6,0.8,0.52,0.84,0.85,0.85,0.43,0.51
openefm.csv,0.76,0.44,0.94,0.79,0.57,0.89,0.76,0.65,0.75,0.74,0.7,0.85,0.9,0.84,0.72,0.62,0.83,0.86,0.96,0.88
sidekar.csv,1.0,0.55,1.0,1.0,0.29,1.0,1.0,0.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.93,1.0
wheat.csv,0.59,0.65,0.78,0.68,0.58,0.86,0.77,0.62,0.79,0.75,0.7,0.77,0.93,0.77,0.43,0.81,0.75,0.53,0.73,0.59
wsmt.csv,0.92,0.82,0.99,0.91,0.95,0.95,0.87,0.91,0.92,0.96,0.93,0.91,0.93,0.96,0.9,0.85,0.28,0.95,0.96,1.01
yarp0.csv,0.92,0.66,0.81,0.73,0.65,0.75,0.67,0.8,1.0,0.91,0.26,0.44,0.62,0.76,0.6,0.86,0.77,0.78,0.81,0.8
