,logicmail.csv,mclient-mume.csv,jedit.csv,jahshaka.csv,open-media-library.csv,benojt.csv,jatlas.csv,jam-daq.csv,chrysalis.csv,beast-mcmc.csv,jrefactory.csv,jsecurity.csv,sidekar.csv,libopenmetaverse.csv,mobicents.csv,cuberok.csv,jbasic.csv,apertium.csv,exist.csv,wheat.csv,power-architect.csv,bigdata.csv,wsmt.csv,opendvr.csv,icescrum.csv,codesmith.csv,mule.csv,springside.csv,swtfox.csv,chaperon.csv,calcubetimer.csv,nunit.csv,google-collections.csv,forester-atv.csv,dsworkbench.csv,adonthell.csv,freelords.csv,jpaul.csv,neodatis-odb.csv,scenemonitor.csv,gabel.csv,pokenetonline.csv,avisynth2.csv,twostep.csv,geotools.csv,servicestack.csv,gephex.csv,coot.csv,synecdoche.csv,rcp-company-uibindings.csv,array4j.csv,sblim.csv,piccolo2d.csv,jbpm.csv,log4net.csv,pustefix.csv,jmonkeyengine.csv,e-bio-flow.csv,jgossipforum.csv,joustsim.csv,reaper3d.csv,ngl.csv,jas.csv,emono.csv,thedata.csv,jmoney.csv,dxengine.csv,jsidplay2.csv,haggle.csv,mediate.csv,tmva.csv,matrex.csv,freedom-erp.csv,madman.csv,jchassis.csv,primefaces.csv,javaprofiler.csv,openefm.csv,jgnash.csv,yarp0.csv,mp-rechnungs-und-kundenverwaltung.csv,ingex.csv,ambulant.csv,autofac.csv,mycila.csv,azureus.csv,octet.csv
calcubetimer.csv,0.0,56.0,0.0,2.0,1.0,1.0,4.0,3.0,9.0,6.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,15.0,9.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,144.0,0.0,1.0,0.0,1.0,0.0,5.0,3.0,1.0,0.0,2.0,0.0,3.0,26.0,0.0,64.0,1.0,8.0,1.0,0.0,1.0,0.0,0.0,11.0,0.0,32.0,31.0,2.0,0.0,0.0,0.0,224.0,6.0,10.0,0.0,124.0,0.0,10.0,9.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,9.0,67.0,1.0,0.0,3.0,19.0,6.0,8.0,1.0,2.0,0.0,0.0,22.0,7.0
chaperon.csv,0.0,0.0,0.0,15.0,1.0,0.0,10.0,2.0,14.0,19.0,6.0,3.0,1.0,4.0,0.0,8.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,3.0,2.0,1.0,0.0,0.0,4.0,0.0,2.0,3.0,0.0,1.0,57.0,0.0,3.0,1.0,2.0,13.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,10.0,9.0,0.0,17.0,1.0,2.0,3.0,58.0,3.0,24.0,0.0,12.0,2.0,0.0,4.0,2.0,0.0,0.0,2.0,0.0,3.0,0.0,12.0,67.0,1.0,0.0,0.0,15.0,8.0,1.0,0.0,4.0,3.0,1.0,18.0,2.0
chrysalis.csv,1.0,1.0,2.0,0.0,2.0,0.0,2.0,2.0,3.0,12.0,3.0,0.0,0.0,0.0,0.0,3.0,3.0,8.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,14.0,0.0,7.0,0.0,1.0,0.0,2.0,0.0,1.0,7.0,1.0,23.0,0.0,5.0,1.0,0.0,1.0,2.0,0.0,0.0,8.0,23.0,28.0,22.0,5.0,0.0,2.0,224.0,21.0,11.0,0.0,0.0,0.0,13.0,1.0,6.0,1.0,4.0,2.0,0.0,4.0,0.0,6.0,67.0,0.0,0.0,0.0,22.0,7.0,2.0,5.0,1.0,5.0,2.0,2.0,17.0
codesmith.csv,0.0,2.0,0.0,7.0,4.0,0.0,66.0,10.0,55.0,13.0,0.0,17.0,3.0,0.0,0.0,3.0,0.0,82.0,5.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,57.0,1.0,4.0,40.0,0.0,64.0,70.0,5.0,5.0,0.0,1.0,0.0,0.0,6.0,5.0,13.0,431.0,133.0,4.0,4.0,9.0,33.0,6.0,16.0,0.0,124.0,0.0,2.0,1.0,7.0,0.0,1.0,0.0,0.0,3.0,1.0,20.0,67.0,0.0,0.0,9.0,12.0,6.0,0.0,2.0,0.0,3.0,3.0,10.0,0.0
coot.csv,0.0,7.0,1.0,1.0,4.0,0.0,32.0,7.0,38.0,8.0,0.0,11.0,1.0,2.0,1.0,1.0,0.0,8.0,4.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,20.0,4.0,64.0,0.0,32.0,1.0,0.0,0.0,3.0,0.0,5.0,0.0,32.0,1.0,54.0,2.0,0.0,6.0,111.0,32.0,6.0,0.0,10.0,0.0,10.0,9.0,2.0,3.0,0.0,0.0,0.0,2.0,4.0,7.0,10.0,1.0,0.0,1.0,55.0,2.0,0.0,2.0,0.0,0.0,11.0,17.0,5.0
cuberok.csv,0.0,8.0,6.0,1.0,0.0,1.0,16.0,1.0,23.0,3.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,2.0,0.0,0.0,1.0,0.0,8.0,0.0,2.0,15.0,1.0,16.0,0.0,6.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,25.0,7.0,17.0,0.0,0.0,3.0,2.0,0.0,6.0,33.0,9.0,1.0,15.0,5.0,11.0,5.0,15.0,26.0,12.0,0.0,8.0,0.0,4.0,8.0,6.0,0.0,0.0,1.0,1.0,1.0,1.0,12.0,67.0,0.0,0.0,4.0,29.0,3.0,0.0,4.0,0.0,4.0,7.0,10.0,2.0
dsworkbench.csv,10.0,3.0,1.0,2.0,1.0,0.0,11.0,2.0,14.0,5.0,5.0,8.0,1.0,2.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,5.0,2.0,3.0,10.0,0.0,19.0,0.0,1.0,0.0,1.0,0.0,5.0,0.0,1.0,9.0,0.0,64.0,12.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,8.0,13.0,21.0,133.0,2.0,0.0,1.0,57.0,7.0,30.0,0.0,22.0,0.0,65.0,9.0,5.0,1.0,1.0,1.0,1.0,0.0,0.0,17.0,67.0,1.0,3.0,3.0,23.0,12.0,2.0,2.0,8.0,3.0,3.0,3.0,57.0
dxengine.csv,8.0,0.0,0.0,0.0,1.0,0.0,21.0,2.0,25.0,7.0,1.0,17.0,4.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,30.0,4.0,12.0,1.0,4.0,0.0,65.0,0.0,1.0,1.0,11.0,0.0,8.0,29.0,0.0,64.0,8.0,12.0,4.0,0.0,0.0,1.0,0.0,1.0,0.0,17.0,31.0,133.0,84.0,1.0,1.0,66.0,10.0,4.0,0.0,124.0,1.0,5.0,5.0,1.0,2.0,0.0,2.0,1.0,1.0,0.0,1.0,67.0,2.0,0.0,2.0,12.0,5.0,3.0,0.0,2.0,0.0,2.0,2.0,17.0
e-bio-flow.csv,1.0,2.0,0.0,7.0,3.0,0.0,11.0,3.0,38.0,7.0,1.0,9.0,10.0,2.0,0.0,4.0,0.0,0.0,7.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,4.0,1.0,51.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,10.0,0.0,1.0,22.0,0.0,30.0,0.0,9.0,0.0,0.0,76.0,3.0,0.0,1.0,32.0,20.0,8.0,41.0,1.0,11.0,0.0,224.0,4.0,20.0,1.0,124.0,0.0,18.0,4.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,22.0,67.0,0.0,2.0,1.0,12.0,0.0,7.0,1.0,0.0,2.0,12.0,12.0,4.0
emono.csv,9.0,9.0,0.0,2.0,0.0,0.0,32.0,1.0,40.0,12.0,0.0,11.0,1.0,1.0,0.0,2.0,0.0,8.0,4.0,3.0,0.0,0.0,3.0,0.0,2.0,1.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,20.0,0.0,64.0,0.0,35.0,0.0,0.0,0.0,5.0,0.0,5.0,6.0,34.0,1.0,54.0,4.0,4.0,1.0,149.0,34.0,24.0,0.0,10.0,0.0,9.0,10.0,2.0,3.0,0.0,2.0,0.0,4.0,1.0,11.0,9.0,2.0,0.0,1.0,66.0,1.0,0.0,3.0,1.0,0.0,11.0,15.0,5.0
exist.csv,0.0,2.0,3.0,4.0,0.0,0.0,41.0,1.0,41.0,8.0,0.0,10.0,0.0,1.0,0.0,4.0,0.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,3.0,2.0,0.0,1.0,1.0,0.0,0.0,57.0,0.0,34.0,0.0,35.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,31.0,1.0,55.0,4.0,18.0,1.0,145.0,34.0,18.0,0.0,10.0,0.0,3.0,15.0,5.0,3.0,0.0,2.0,0.0,2.0,6.0,22.0,10.0,2.0,0.0,1.0,68.0,9.0,0.0,3.0,2.0,0.0,9.0,0.0,5.0
forester-atv.csv,0.0,56.0,0.0,59.0,2.0,0.0,6.0,0.0,8.0,7.0,3.0,2.0,0.0,0.0,1.0,56.0,0.0,1.0,3.0,2.0,0.0,0.0,3.0,2.0,0.0,3.0,0.0,4.0,104.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,2.0,4.0,1.0,13.0,1.0,3.0,0.0,0.0,1.0,71.0,0.0,1.0,4.0,7.0,1.0,133.0,5.0,0.0,1.0,64.0,70.0,107.0,0.0,5.0,0.0,65.0,10.0,77.0,0.0,1.0,0.0,3.0,0.0,1.0,56.0,67.0,66.0,1.0,0.0,7.0,3.0,2.0,2.0,0.0,4.0,1.0,10.0,0.0
freedom-erp.csv,5.0,56.0,0.0,59.0,4.0,0.0,4.0,5.0,2.0,8.0,0.0,14.0,4.0,1.0,2.0,56.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,74.0,50.0,0.0,0.0,144.0,10.0,3.0,0.0,2.0,0.0,4.0,0.0,107.0,0.0,3.0,0.0,1.0,3.0,0.0,64.0,14.0,0.0,0.0,111.0,0.0,71.0,0.0,4.0,105.0,9.0,46.0,2.0,0.0,67.0,0.0,224.0,7.0,107.0,0.0,3.0,0.0,65.0,0.0,77.0,1.0,1.0,68.0,0.0,0.0,0.0,3.0,67.0,0.0,0.0,99.0,15.0,53.0,0.0,78.0,106.0,1.0,51.0,0.0,15.0
freelords.csv,3.0,2.0,14.0,12.0,2.0,0.0,34.0,1.0,7.0,12.0,2.0,11.0,0.0,0.0,0.0,4.0,0.0,2.0,7.0,0.0,0.0,0.0,1.0,7.0,1.0,0.0,1.0,0.0,2.0,18.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,3.0,0.0,9.0,35.0,1.0,20.0,12.0,30.0,0.0,0.0,1.0,4.0,0.0,6.0,4.0,26.0,0.0,37.0,4.0,0.0,0.0,104.0,7.0,7.0,0.0,10.0,0.0,33.0,14.0,3.0,3.0,0.0,2.0,3.0,1.0,1.0,14.0,9.0,0.0,0.0,2.0,46.0,3.0,2.0,0.0,0.0,1.0,8.0,19.0,3.0
gabel.csv,2.0,1.0,2.0,4.0,2.0,0.0,4.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,1.0,7.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,2.0,1.0,7.0,0.0,10.0,81.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,16.0,0.0,19.0,0.0,0.0,0.0,1.0,0.0,7.0,7.0,7.0,24.0,1.0,3.0,2.0,5.0,224.0,1.0,107.0,0.0,0.0,0.0,2.0,1.0,6.0,0.0,0.0,0.0,2.0,0.0,8.0,6.0,67.0,0.0,0.0,1.0,8.0,5.0,5.0,0.0,1.0,0.0,7.0,5.0,11.0
geotools.csv,4.0,1.0,3.0,6.0,2.0,1.0,19.0,0.0,11.0,1.0,0.0,0.0,6.0,2.0,0.0,2.0,2.0,3.0,7.0,0.0,0.0,0.0,7.0,0.0,1.0,0.0,1.0,31.0,0.0,51.0,0.0,6.0,0.0,3.0,2.0,0.0,1.0,10.0,2.0,1.0,28.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,41.0,19.0,16.0,8.0,3.0,14.0,7.0,5.0,9.0,11.0,0.0,124.0,0.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,3.0,1.0,18.0,67.0,0.0,3.0,5.0,10.0,2.0,5.0,1.0,2.0,0.0,6.0,5.0,5.0
gephex.csv,0.0,3.0,7.0,4.0,4.0,0.0,23.0,2.0,5.0,6.0,1.0,19.0,2.0,0.0,0.0,3.0,5.0,9.0,6.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,4.0,0.0,30.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,1.0,0.0,7.0,6.0,0.0,35.0,0.0,6.0,0.0,0.0,1.0,3.0,0.0,1.0,43.0,25.0,71.0,39.0,4.0,2.0,6.0,102.0,34.0,27.0,0.0,20.0,0.0,10.0,10.0,5.0,1.0,0.0,2.0,0.0,1.0,1.0,24.0,67.0,0.0,0.0,0.0,37.0,3.0,7.0,3.0,2.0,0.0,4.0,9.0,4.0
google-collections.csv,0.0,2.0,0.0,4.0,4.0,0.0,42.0,1.0,42.0,12.0,0.0,11.0,1.0,0.0,0.0,4.0,0.0,9.0,11.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,20.0,2.0,35.0,0.0,35.0,0.0,0.0,1.0,3.0,0.0,5.0,0.0,36.0,1.0,58.0,4.0,0.0,1.0,154.0,34.0,18.0,0.0,10.0,0.0,10.0,20.0,5.0,3.0,0.0,2.0,0.0,2.0,1.0,25.0,10.0,2.0,0.0,1.0,66.0,3.0,0.0,3.0,2.0,0.0,9.0,22.0,5.0
haggle.csv,0.0,56.0,5.0,4.0,1.0,0.0,7.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,3.0,1.0,3.0,8.0,10.0,1.0,0.0,0.0,5.0,0.0,6.0,0.0,1.0,0.0,0.0,51.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,15.0,0.0,64.0,2.0,2.0,1.0,2.0,6.0,0.0,0.0,0.0,1.0,18.0,3.0,23.0,1.0,10.0,5.0,12.0,2.0,13.0,2.0,6.0,1.0,7.0,3.0,8.0,2.0,0.0,0.0,0.0,0.0,1.0,6.0,67.0,0.0,0.0,1.0,5.0,4.0,3.0,0.0,0.0,1.0,6.0,9.0,4.0
icescrum.csv,12.0,0.0,0.0,1.0,1.0,0.0,6.0,3.0,9.0,9.0,3.0,5.0,0.0,1.0,0.0,4.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,6.0,3.0,1.0,11.0,0.0,22.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,14.0,0.0,14.0,8.0,11.0,0.0,0.0,0.0,4.0,0.0,1.0,13.0,15.0,0.0,13.0,7.0,7.0,1.0,70.0,6.0,4.0,0.0,0.0,0.0,10.0,10.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,12.0,67.0,1.0,0.0,0.0,23.0,6.0,5.0,0.0,0.0,3.0,0.0,9.0,8.0
ingex.csv,4.0,0.0,0.0,0.0,0.0,0.0,30.0,1.0,42.0,11.0,0.0,10.0,1.0,4.0,0.0,5.0,0.0,2.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,23.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,1.0,0.0,2.0,17.0,0.0,15.0,13.0,18.0,0.0,1.0,2.0,0.0,0.0,5.0,0.0,29.0,1.0,43.0,3.0,1.0,1.0,143.0,15.0,4.0,0.0,10.0,0.0,13.0,16.0,1.0,3.0,0.0,2.0,0.0,2.0,1.0,15.0,4.0,2.0,0.0,1.0,56.0,2.0,3.0,0.0,0.0,0.0,8.0,23.0,5.0
jahshaka.csv,0.0,0.0,4.0,0.0,2.0,0.0,18.0,8.0,13.0,5.0,0.0,8.0,0.0,1.0,0.0,1.0,0.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,3.0,6.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,3.0,0.0,0.0,2.0,2.0,8.0,19.0,25.0,1.0,0.0,0.0,3.0,0.0,10.0,18.0,25.0,1.0,133.0,4.0,0.0,4.0,108.0,34.0,25.0,0.0,10.0,0.0,36.0,12.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,6.0,8.0,0.0,0.0,2.0,39.0,3.0,2.0,2.0,4.0,1.0,4.0,8.0,5.0
jam-daq.csv,0.0,2.0,3.0,0.0,0.0,0.0,8.0,0.0,14.0,3.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,5.0,5.0,1.0,8.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,4.0,9.0,0.0,11.0,0.0,12.0,1.0,0.0,0.0,3.0,0.0,3.0,16.0,11.0,3.0,1.0,7.0,0.0,2.0,20.0,0.0,3.0,6.0,0.0,0.0,6.0,8.0,0.0,1.0,2.0,2.0,0.0,0.0,1.0,8.0,67.0,2.0,1.0,5.0,8.0,6.0,1.0,1.0,6.0,0.0,2.0,6.0,1.0
jas.csv,4.0,2.0,4.0,7.0,0.0,0.0,31.0,2.0,18.0,8.0,1.0,5.0,0.0,0.0,1.0,7.0,0.0,1.0,8.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,2.0,8.0,2.0,17.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,9.0,99.0,0.0,8.0,1.0,16.0,0.0,0.0,1.0,5.0,0.0,5.0,0.0,14.0,3.0,22.0,2.0,0.0,1.0,83.0,1.0,29.0,0.0,0.0,0.0,4.0,14.0,5.0,2.0,1.0,2.0,0.0,0.0,2.0,15.0,1.0,1.0,0.0,0.0,6.0,5.0,1.0,1.0,0.0,5.0,19.0,5.0,9.0
jatlas.csv,3.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,10.0,1.0,13.0,3.0,0.0,0.0,3.0,1.0,3.0,2.0,4.0,0.0,0.0,0.0,2.0,1.0,2.0,3.0,1.0,7.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,12.0,1.0,4.0,6.0,0.0,28.0,3.0,7.0,1.0,0.0,1.0,1.0,0.0,4.0,9.0,8.0,5.0,9.0,3.0,0.0,1.0,50.0,0.0,5.0,0.0,14.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,11.0,67.0,0.0,0.0,4.0,25.0,1.0,4.0,10.0,0.0,0.0,1.0,2.0,3.0
