,logicmail.csv,mclient-mume.csv,jedit.csv,jahshaka.csv,open-media-library.csv,benojt.csv,jatlas.csv,jam-daq.csv,chrysalis.csv,beast-mcmc.csv,jrefactory.csv,jsecurity.csv,sidekar.csv,libopenmetaverse.csv,mobicents.csv,cuberok.csv,jbasic.csv,apertium.csv,exist.csv,wheat.csv,power-architect.csv,bigdata.csv,wsmt.csv,opendvr.csv,icescrum.csv,codesmith.csv,mule.csv,springside.csv,swtfox.csv,chaperon.csv,calcubetimer.csv,nunit.csv,google-collections.csv,forester-atv.csv,dsworkbench.csv,adonthell.csv,freelords.csv,jpaul.csv,neodatis-odb.csv,scenemonitor.csv,gabel.csv,pokenetonline.csv,avisynth2.csv,twostep.csv,geotools.csv,servicestack.csv,gephex.csv,coot.csv,synecdoche.csv,rcp-company-uibindings.csv,array4j.csv,sblim.csv,piccolo2d.csv,jbpm.csv,log4net.csv,pustefix.csv,jmonkeyengine.csv,e-bio-flow.csv,jgossipforum.csv,joustsim.csv,reaper3d.csv,ngl.csv,jas.csv,emono.csv,thedata.csv,jmoney.csv,dxengine.csv,jsidplay2.csv,haggle.csv,mediate.csv,tmva.csv,matrex.csv,freedom-erp.csv,madman.csv,jchassis.csv,primefaces.csv,javaprofiler.csv,openefm.csv,jgnash.csv,yarp0.csv,mp-rechnungs-und-kundenverwaltung.csv,ingex.csv,ambulant.csv,autofac.csv,mycila.csv,azureus.csv,octet.csv
adonthell.csv,0.3,0.35,0.19,0.25,0.3,0.23,0.22,0.26,0.19,0.24,0.22,0.19,0.18,0.34,0.19,0.3,0.13,0.29,0.29,0.35,0.21,0.27,0.18,0.39,0.22,0.36,0.22,0.12,0.24,0.19,0.25,0.2,0.29,0.26,0.33,0.31,0.22,0.19,0.28,0.21,0.17,0.21,0.4,0.28,0.25,0.25,0.35,0.31,0.36,0.22,0.19,0.25,0.2,0.25,0.16,0.18,0.19,0.26,0.12,0.17,0.2,0.33,0.19,0.29,0.18,0.21,0.35,0.22,0.25,0.23,0.35,0.26,0.29,0.25,0.16,0.18,0.2,0.19,0.24,0.28,0.25,0.25,0.33,0.27,0.21,0.34,0.16
ambulant.csv,0.36,0.28,0.27,0.37,0.27,0.35,0.39,0.36,0.45,0.32,0.37,0.45,0.36,0.25,0.36,0.32,0.43,0.2,0.34,0.21,0.32,0.4,0.23,0.43,0.31,0.34,0.38,0.46,0.34,0.38,0.38,0.35,0.37,0.33,0.26,0.35,0.38,0.41,0.38,0.29,0.44,0.24,0.4,0.41,0.41,0.4,0.33,0.36,0.33,0.37,0.37,0.4,0.35,0.38,0.45,0.36,0.35,0.29,0.4,0.48,0.34,0.37,0.42,0.33,0.33,0.33,0.22,0.35,0.44,0.3,0.42,0.34,0.3,0.28,0.5,0.33,0.4,0.35,0.37,0.35,0.33,0.29,0.28,0.31,0.35,0.35,0.45
apertium.csv,0.23,0.39,0.19,0.3,0.16,0.21,0.15,0.15,0.18,0.21,0.16,0.12,0.15,0.17,0.17,0.37,0.19,0.23,0.13,0.33,0.21,0.16,0.18,0.08,0.18,0.12,0.22,0.27,0.18,0.15,0.15,0.21,0.2,0.17,0.18,0.32,0.12,0.17,0.13,0.17,0.13,0.14,0.37,0.2,0.18,0.17,0.26,0.18,0.14,0.17,0.11,0.14,0.21,0.16,0.11,0.11,0.16,0.15,0.11,0.13,0.25,0.13,0.13,0.35,0.12,0.21,0.14,0.15,0.11,0.23,0.13,0.17,0.17,0.35,0.4,0.33,0.12,0.16,0.16,0.33,0.19,0.14,0.12,0.18,0.13,0.21,0.14
array4j.csv,0.26,0.39,0.3,0.4,0.33,0.25,0.34,0.24,0.3,0.32,0.21,0.35,0.33,0.35,0.33,0.37,0.4,0.4,0.32,0.33,0.34,0.39,0.32,0.41,0.29,0.3,0.26,0.24,0.35,0.17,0.42,0.25,0.38,0.2,0.33,0.41,0.23,0.19,0.22,0.25,0.22,0.31,0.38,0.38,0.18,0.27,0.31,0.31,0.29,0.38,0.27,0.38,0.31,0.32,0.28,0.38,0.35,0.28,0.32,0.37,0.33,0.4,0.37,0.37,0.33,0.26,0.38,0.32,0.45,0.32,0.31,0.31,0.31,0.32,0.25,0.24,0.26,0.3,0.26,0.37,0.26,0.34,0.41,0.29,0.23,0.29,0.31
autofac.csv,0.21,0.11,0.24,0.13,0.28,0.21,0.3,0.25,0.25,0.25,0.29,0.29,0.29,0.15,0.28,0.12,0.2,0.22,0.27,0.17,0.25,0.3,0.26,0.09,0.31,0.29,0.28,0.4,0.29,0.21,0.22,0.28,0.27,0.3,0.14,0.11,0.2,0.29,0.32,0.19,0.27,0.28,0.23,0.17,0.27,0.17,0.2,0.19,0.19,0.2,0.32,0.3,0.2,0.27,0.37,0.33,0.31,0.23,0.24,0.24,0.25,0.17,0.21,0.15,0.24,0.3,0.23,0.3,0.31,0.28,0.15,0.34,0.23,0.12,0.43,0.28,0.29,0.19,0.28,0.2,0.27,0.2,0.28,0.19,0.31,0.32,0.22
avisynth2.csv,0.28,0.33,0.23,0.42,0.19,0.33,0.28,0.35,0.37,0.29,0.29,0.41,0.32,0.23,0.33,0.37,0.27,0.37,0.29,0.33,0.31,0.2,0.15,0.44,0.14,0.29,0.32,0.39,0.36,0.37,0.42,0.31,0.17,0.17,0.2,0.44,0.37,0.33,0.38,0.25,0.42,0.27,0.31,0.38,0.35,0.13,0.34,0.45,0.38,0.34,0.37,0.42,0.36,0.35,0.41,0.36,0.31,0.21,0.39,0.11,0.37,0.45,0.33,0.43,0.33,0.28,0.32,0.35,0.45,0.32,0.44,0.31,0.31,0.4,0.5,0.33,0.37,0.32,0.38,0.3,0.34,0.34,0.4,0.23,0.33,0.21,0.45
azureus.csv,0.36,0.3,0.17,0.23,0.23,0.32,0.21,0.19,0.16,0.21,0.25,0.25,0.22,0.2,0.24,0.28,0.14,0.31,0.28,0.23,0.16,0.17,0.32,0.36,0.29,0.17,0.22,0.17,0.28,0.19,0.35,0.24,0.21,0.24,0.27,0.2,0.21,0.31,0.27,0.17,0.31,0.22,0.2,0.41,0.22,0.22,0.21,0.23,0.29,0.32,0.32,0.28,0.25,0.34,0.19,0.36,0.16,0.29,0.25,0.42,0.16,0.23,0.35,0.36,0.3,0.2,0.28,0.22,0.23,0.22,0.22,0.15,0.22,0.21,0.25,0.22,0.23,0.26,0.27,0.24,0.2,0.18,0.18,0.19,0.23,0.18,0.38
beast-mcmc.csv,0.17,0.25,0.23,0.28,0.28,0.26,0.27,0.26,0.17,0.19,0.29,0.3,0.33,0.18,0.26,0.26,0.23,0.27,0.3,0.23,0.21,0.27,0.23,0.23,0.29,0.26,0.32,0.4,0.23,0.27,0.2,0.26,0.35,0.32,0.24,0.29,0.21,0.28,0.36,0.15,0.25,0.2,0.32,0.15,0.22,0.24,0.28,0.35,0.28,0.2,0.33,0.25,0.23,0.28,0.4,0.32,0.24,0.27,0.26,0.15,0.3,0.29,0.25,0.37,0.2,0.28,0.35,0.18,0.29,0.32,0.33,0.28,0.2,0.25,0.41,0.31,0.27,0.21,0.32,0.28,0.28,0.2,0.22,0.21,0.35,0.25,0.22
benojt.csv,0.36,0.39,0.31,0.42,0.33,0.34,0.37,0.35,0.45,0.32,0.37,0.45,0.43,0.35,0.35,0.37,0.4,0.39,0.34,0.35,0.32,0.39,0.32,0.44,0.31,0.36,0.36,0.43,0.36,0.37,0.4,0.34,0.37,0.32,0.36,0.44,0.33,0.4,0.4,0.29,0.39,0.33,0.4,0.41,0.39,0.38,0.35,0.45,0.38,0.29,0.32,0.41,0.36,0.33,0.42,0.38,0.34,0.38,0.39,0.45,0.37,0.45,0.41,0.43,0.35,0.34,0.41,0.38,0.48,0.32,0.44,0.32,0.31,0.4,0.46,0.31,0.34,0.32,0.39,0.39,0.34,0.34,0.43,0.32,0.35,0.37,0.43
bigdata.csv,0.17,0.39,0.15,0.35,0.26,0.2,0.16,0.28,0.14,0.16,0.2,0.24,0.23,0.23,0.19,0.37,0.11,0.36,0.18,0.35,0.16,0.34,0.18,0.33,0.27,0.16,0.29,0.3,0.25,0.13,0.15,0.21,0.16,0.23,0.14,0.15,0.24,0.16,0.23,0.17,0.21,0.22,0.4,0.13,0.18,0.16,0.33,0.27,0.36,0.26,0.33,0.17,0.18,0.22,0.21,0.34,0.16,0.24,0.25,0.2,0.31,0.21,0.35,0.35,0.23,0.23,0.32,0.18,0.3,0.2,0.21,0.23,0.16,0.32,0.22,0.22,0.14,0.15,0.16,0.33,0.17,0.29,0.19,0.19,0.33,0.15,0.12
