,logicmail.csv,mclient-mume.csv,jedit.csv,jahshaka.csv,open-media-library.csv,benojt.csv,jatlas.csv,jam-daq.csv,chrysalis.csv,beast-mcmc.csv,jrefactory.csv,jsecurity.csv,sidekar.csv,libopenmetaverse.csv,mobicents.csv,cuberok.csv,jbasic.csv,apertium.csv,exist.csv,wheat.csv,power-architect.csv,bigdata.csv,wsmt.csv,opendvr.csv,icescrum.csv,codesmith.csv,mule.csv,springside.csv,swtfox.csv,chaperon.csv,calcubetimer.csv,nunit.csv,google-collections.csv,forester-atv.csv,dsworkbench.csv,adonthell.csv,freelords.csv,jpaul.csv,neodatis-odb.csv,scenemonitor.csv,gabel.csv,pokenetonline.csv,avisynth2.csv,twostep.csv,geotools.csv,servicestack.csv,gephex.csv,coot.csv,synecdoche.csv,rcp-company-uibindings.csv,array4j.csv,sblim.csv,piccolo2d.csv,jbpm.csv,log4net.csv,pustefix.csv,jmonkeyengine.csv,e-bio-flow.csv,jgossipforum.csv,joustsim.csv,reaper3d.csv,ngl.csv,jas.csv,emono.csv,thedata.csv,jmoney.csv,dxengine.csv,jsidplay2.csv,haggle.csv,mediate.csv,tmva.csv,matrex.csv,freedom-erp.csv,madman.csv,jchassis.csv,primefaces.csv,javaprofiler.csv,openefm.csv,jgnash.csv,yarp0.csv,mp-rechnungs-und-kundenverwaltung.csv,ingex.csv,ambulant.csv,autofac.csv,mycila.csv,azureus.csv,octet.csv
emono.csv,0.7,0.23,0.38,0.55,0.1,0.87,0.4,0.73,0.67,0.73,0.75,0.54,0.72,0.14,0.72,0.59,0.83,0.8,0.18,0.36,0.28,0.55,0.09,0.36,0.42,0.61,0.5,0.82,0.92,0.75,0.88,0.72,0.59,0.38,0.22,0.37,0.8,0.94,0.78,0.75,0.75,0.73,0.0,0.35,0.52,0.47,0.41,0.57,0.76,0.92,0.88,0.55,0.77,0.56,1.0,0.43,0.39,0.53,0.8,0.73,0.38,0.66,0.25,0.61,0.75,0.3,0.41,0.59,0.53,0.97,0.61,0.81,0.94,0.75,0.5,0.88,0.96,0.76,0.64,0.38,0.45,0.86,0.54,0.38,0.8,0.48,0.71
exist.csv,0.91,1.0,0.57,1.0,0.78,0.99,1.0,0.93,0.96,0.98,0.94,0.97,0.8,0.97,0.98,0.95,0.98,0.92,0.75,0.89,0.7,0.52,1.0,1.0,0.79,0.98,0.99,1.0,0.98,1.0,0.96,0.98,0.71,1.0,0.94,0.92,0.97,0.88,1.0,0.85,0.75,0.97,1.0,0.96,0.96,1.0,0.94,0.92,0.97,0.94,1.0,1.0,0.69,1.0,0.67,1.0,0.61,0.97,1.0,1.0,1.0,0.99,0.88,1.0,1.0,0.95,1.0,0.83,0.92,1.0,0.86,0.9,0.97,1.0,1.0,1.0,0.97,1.0,1.0,0.88,0.94,0.97,0.93,1.0,1.0,0.41,0.71
forester-atv.csv,0.03,0.0,0.66,0.0,0.1,0.28,0.6,0.58,0.07,0.14,0.2,0.1,0.17,0.39,0.35,0.0,0.48,0.04,0.25,0.21,0.46,0.56,0.03,0.09,0.05,0.06,0.15,0.08,0.0,0.5,0.04,0.3,0.38,0.62,0.54,0.05,0.24,0.12,0.08,0.75,0.12,0.65,0.67,0.08,0.26,0.59,0.03,0.18,0.0,0.32,0.06,0.09,0.08,0.54,0.0,0.04,0.28,0.17,0.8,0.0,0.0,0.32,0.5,0.18,0.0,0.6,0.0,0.34,0.01,0.08,0.08,0.23,0.38,0.0,0.0,0.0,0.07,0.18,0.48,0.06,0.49,0.62,0.12,0.34,0.4,0.73,0.14
freedom-erp.csv,0.55,0.0,0.7,0.0,0.08,0.47,0.2,0.33,0.33,0.44,0.12,0.03,0.16,0.11,0.06,0.0,0.02,0.48,0.07,0.04,0.19,0.21,0.06,0.0,0.0,0.03,0.06,0.0,0.18,0.25,0.7,0.05,0.24,0.31,0.54,0.0,0.53,0.53,0.05,0.6,0.12,0.07,0.0,0.38,0.18,0.41,0.0,0.02,0.0,0.32,0.19,0.0,0.31,0.29,0.67,0.04,0.0,0.33,0.0,0.27,0.0,0.06,0.12,0.08,0.0,0.7,0.0,0.47,0.03,0.0,0.01,0.14,0.77,0.12,0.0,0.22,0.03,0.0,0.32,0.0,0.4,0.0,0.0,0.17,0.0,0.38,0.29
freelords.csv,0.7,1.0,0.82,0.73,0.9,0.73,0.8,0.98,0.96,0.97,0.59,1.0,0.94,0.92,0.8,0.95,0.3,0.56,0.9,0.82,0.69,0.94,0.34,0.55,0.95,0.69,0.92,0.96,0.52,0.5,0.7,0.68,0.81,0.92,0.88,0.6,0.65,0.65,0.7,0.95,0.88,0.3,1.0,0.65,0.89,0.47,0.7,0.75,0.55,0.57,0.62,0.82,1.0,0.75,1.0,0.39,0.67,0.6,0.6,0.73,0.88,0.67,1.0,0.65,0.25,0.95,0.85,0.64,0.65,1.0,0.67,0.93,0.81,1.0,0.5,0.6,0.75,0.82,0.96,0.75,0.83,0.76,0.59,0.79,0.9,1.0,0.43
gabel.csv,0.64,0.23,0.34,0.36,0.38,0.66,0.4,0.29,0.59,0.44,0.25,0.21,0.23,0.25,0.3,0.32,0.24,0.36,0.34,0.11,0.2,0.38,0.09,0.41,0.74,0.03,0.38,0.43,0.28,0.25,0.45,0.3,0.0,0.58,0.44,0.38,0.32,0.65,0.46,0.3,0.88,0.63,0.33,0.23,0.47,0.06,0.24,0.1,0.17,0.23,0.5,0.09,0.69,0.42,0.67,0.17,0.33,0.3,0.0,0.64,0.0,0.42,0.25,0.31,0.5,0.05,0.11,0.2,0.39,0.31,0.46,0.25,0.29,0.75,0.0,0.35,0.16,0.39,0.4,0.25,0.38,0.21,0.32,0.31,0.4,0.3,0.29
geotools.csv,0.76,1.0,0.51,0.73,0.8,0.91,0.6,0.69,0.85,0.85,0.47,0.46,0.62,0.58,0.65,0.86,0.24,0.92,0.96,0.96,0.76,0.39,0.2,0.86,0.89,0.75,0.84,0.69,0.98,0.0,0.98,0.68,0.62,0.65,0.76,0.65,0.56,0.59,0.68,0.75,0.88,0.77,1.0,0.88,0.67,1.0,0.8,0.35,0.93,0.71,0.94,0.5,0.85,0.63,1.0,0.61,0.44,0.77,0.2,0.82,0.88,0.6,0.0,0.72,0.75,0.35,0.63,0.69,0.7,0.54,0.6,0.37,0.86,1.0,0.0,0.8,0.28,0.7,0.92,0.88,0.77,0.86,0.71,0.69,0.6,0.79,0.43
gephex.csv,0.88,0.43,0.36,0.73,0.82,0.62,0.6,0.13,0.85,0.61,0.53,0.77,0.36,0.78,0.58,0.45,0.21,1.0,0.53,0.86,0.46,0.39,0.69,0.91,1.0,0.52,0.51,0.55,1.0,0.25,1.0,0.8,0.12,0.31,0.78,0.88,0.61,0.71,0.78,0.35,0.5,0.83,0.33,1.0,0.73,0.82,0.69,0.8,0.69,0.51,0.62,0.23,0.77,0.71,0.67,0.96,0.72,0.77,0.4,0.91,0.62,0.6,0.38,0.96,1.0,0.4,0.89,0.44,0.91,0.82,0.95,0.32,0.4,0.88,0.0,0.52,0.44,0.58,0.48,0.81,0.45,0.31,0.9,0.9,0.3,0.23,0.71
google-collections.csv,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.98,0.75,1.0,1.0,0.8,1.0,1.0,1.0,1.0,1.0,1.0,0.95,1.0,0.95,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,1.0,0.98,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.97,0.98,1.0,1.0,1.0,1.0
haggle.csv,0.33,0.0,0.16,0.36,0.52,0.45,0.8,0.44,0.19,0.35,0.41,0.28,0.19,0.36,0.44,0.05,0.27,0.08,0.69,0.46,0.41,0.38,0.29,0.23,0.74,0.14,0.39,0.37,0.4,0.0,0.36,0.65,0.06,0.73,0.34,0.05,0.42,0.24,0.59,0.2,0.25,0.4,0.0,0.54,0.48,0.41,0.61,0.12,0.28,0.37,0.44,0.18,0.46,0.58,0.33,0.35,0.5,0.5,0.2,0.36,0.75,0.34,0.12,0.08,0.5,0.25,0.52,0.2,0.65,0.26,0.2,0.51,0.03,0.62,0.0,0.75,0.23,0.61,0.56,0.88,0.32,0.21,0.51,0.48,0.3,0.41,0.14
icescrum.csv,0.82,0.53,0.62,0.55,0.38,0.87,0.6,0.78,0.26,0.83,0.47,0.51,0.58,0.33,0.63,0.55,0.75,0.76,0.43,0.5,0.48,0.52,0.34,0.32,0.79,0.16,0.46,0.33,0.3,1.0,0.64,0.6,0.12,0.92,0.64,0.17,0.44,0.71,0.54,0.8,0.75,0.68,0.33,0.92,0.66,0.41,0.44,0.57,0.41,0.63,0.62,0.5,0.92,0.81,1.0,0.35,0.44,0.83,0.8,0.73,0.25,0.6,0.75,0.55,0.25,0.95,0.78,0.31,0.43,1.0,0.44,0.97,0.87,0.75,0.0,0.68,0.53,0.64,0.68,0.31,0.81,0.72,0.46,0.24,0.4,0.66,0.57
ingex.csv,0.73,0.53,0.9,0.73,0.42,0.99,0.8,0.91,0.89,0.83,0.57,0.44,0.88,0.5,0.78,0.5,0.95,0.52,0.45,0.43,0.48,0.73,1.0,0.45,0.89,0.39,0.56,0.84,0.28,0.75,0.88,0.62,0.57,1.0,0.54,0.25,0.65,1.0,0.81,0.85,0.62,0.53,0.67,0.77,0.56,0.71,0.46,0.57,0.45,0.49,0.75,0.91,0.85,0.94,0.67,0.43,0.44,0.9,1.0,0.73,0.38,0.46,0.38,0.7,0.25,0.95,0.93,0.93,0.54,1.0,0.26,0.97,0.93,0.62,0.5,0.22,0.72,0.64,0.84,0.38,0.87,0.72,0.59,0.55,0.7,0.66,0.86
jahshaka.csv,0.97,0.37,0.69,0.82,0.48,0.47,0.6,0.73,0.96,0.71,0.9,0.74,0.53,0.36,0.66,0.77,0.43,0.44,0.52,0.25,0.43,0.64,0.49,0.45,0.84,0.31,0.44,0.49,0.42,0.5,0.36,0.62,0.86,0.73,0.32,0.37,0.58,0.88,0.57,0.2,1.0,0.67,1.0,0.88,0.64,0.12,0.37,0.48,0.72,0.39,0.31,0.32,0.92,0.79,0.0,0.61,0.78,0.57,0.2,0.82,0.12,0.51,0.5,0.4,0.25,0.75,0.56,0.54,0.68,0.36,0.81,0.51,0.7,0.38,1.0,0.2,0.52,0.52,0.84,0.25,0.66,0.66,0.51,0.66,0.3,0.57,1.0
jam-daq.csv,0.36,0.4,0.51,0.36,0.6,0.65,0.8,0.76,0.11,0.55,0.31,0.26,0.34,0.33,0.55,0.45,0.68,0.6,0.56,0.11,0.48,0.54,0.09,0.27,0.53,0.05,0.44,0.39,0.18,0.5,0.32,0.52,0.05,0.77,0.48,0.32,0.27,0.47,0.38,0.45,0.75,0.57,0.67,0.19,0.58,0.35,0.28,0.5,0.28,0.37,0.5,0.59,0.85,0.5,0.67,0.13,0.5,0.4,0.6,0.64,0.12,0.48,0.62,0.4,0.25,0.45,0.59,0.31,0.38,0.82,0.4,0.88,0.23,0.88,0.0,0.45,0.43,0.52,0.52,0.25,0.72,0.69,0.37,0.28,0.7,0.73,0.43
jas.csv,0.39,0.57,0.25,0.18,0.68,0.57,0.4,0.11,0.3,0.79,0.16,0.21,0.45,0.19,0.46,0.41,0.92,0.92,0.46,0.39,0.46,0.38,0.94,0.45,0.63,0.52,0.21,0.51,0.22,0.75,0.27,0.25,0.06,0.65,0.34,0.52,0.47,0.47,0.32,0.45,0.0,0.35,0.67,0.46,0.62,0.82,0.39,0.6,0.34,0.35,0.38,0.77,0.08,0.73,0.67,0.78,0.56,0.63,1.0,0.55,0.62,0.66,1.0,0.52,0.75,0.3,0.93,0.29,0.43,0.49,0.28,0.25,0.19,0.75,1.0,0.62,0.4,0.55,0.28,0.44,0.4,0.66,0.51,0.31,0.1,0.09,0.43
jatlas.csv,0.73,0.3,0.95,0.36,0.72,0.84,1.0,0.76,0.26,0.73,0.43,0.62,0.56,0.78,0.42,0.41,0.57,0.4,0.54,0.21,0.63,0.81,0.34,0.09,0.37,0.14,0.72,0.18,0.22,0.5,0.62,0.65,0.38,0.92,0.88,0.13,0.54,0.65,0.49,0.65,0.75,0.55,0.33,0.88,0.58,0.35,0.32,0.62,0.55,0.65,0.69,0.23,1.0,0.88,1.0,0.39,0.61,0.73,0.8,0.82,0.25,0.48,0.75,0.4,0.25,0.9,0.41,0.49,0.32,0.56,0.35,0.63,0.95,0.62,0.0,0.5,0.2,0.39,0.76,0.44,0.68,0.55,0.34,0.41,0.6,0.82,0.43
