,opentibia.csv,x-ray-mule.csv,jython.csv,unbvision.csv,galaxium.csv,power-architect.csv,ondex.csv,fleet-simulator.csv,ninject.csv
fleet-simulator.csv,0.3,0.0,0.0,0.0,0.27,0.0,0.13,1.0,0.21
galaxium.csv,0.13,0.0,0.16,0.12,0.98,0.18,0.21,0.42,0.24
jython.csv,0.53,0.63,1.0,0.51,0.27,0.51,0.46,0.2,0.43
ninject.csv,0.05,0.04,0.23,0.2,0.39,0.07,0.07,0.24,1.0
ondex.csv,0.27,0.0,0.46,0.24,0.07,0.22,0.95,0.81,0.24
opentibia.csv,0.99,0.0,0.05,0.59,0.5,0.39,0.51,0.67,0.44
power-architect.csv,0.28,0.53,0.0,0.55,0.42,1.0,0.48,0.0,0.44
unbvision.csv,0.4,0.2,0.27,0.98,0.6,0.38,0.55,0.4,0.44
x-ray-mule.csv,0.2,1.0,0.17,0.3,0.2,0.13,0.37,0.13,0.23
