,olap-navigator.csv,sepgsql.csv,phonon-vlc-mplayer.csv,arcallians.csv,gretl.csv,fceugc.csv,unflobtactical.csv,autat.csv,jasperreports.csv,fido.csv,passwordsafe.csv,moast.csv,biopax.csv,exl.csv,ng4j.csv,jmule.csv
arcallians.csv,0.49,0.63,0.3,0.07,0.76,0.58,0.44,0.62,0.43,0.49,0.54,0.62,0.51,0.77,0.67,0.75
autat.csv,0.87,0.92,0.87,0.94,0.94,1.0,0.92,0.0,0.83,0.47,0.91,1.14,0.9,0.81,0.87,0.88
biopax.csv,0.68,0.89,0.63,0.54,0.56,0.76,0.7,0.83,0.62,0.91,0.6,0.86,0.07,0.47,0.64,0.57
exl.csv,0.68,0.67,0.79,0.62,0.5,0.77,0.62,0.72,0.39,0.53,0.58,0.72,0.59,0.02,0.6,0.64
fceugc.csv,0.75,0.82,0.7,0.73,1.0,0.05,0.71,0.89,1.0,1.0,0.75,0.7,0.83,0.57,0.9,1.0
fido.csv,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.97,1.0,1.0,1.0
gretl.csv,0.74,0.88,0.71,0.93,0.01,0.72,0.93,0.96,0.9,0.99,0.64,1.03,0.84,0.71,0.92,0.97
jasperreports.csv,0.9,0.89,0.93,0.9,0.94,1.01,0.8,0.74,0.12,1.0,0.84,1.0,1.05,1.0,0.9,1.0
jmule.csv,0.42,0.61,0.34,0.65,0.68,0.72,0.79,0.65,0.3,0.65,0.65,0.96,0.42,0.62,0.48,0.05
moast.csv,0.87,0.68,0.87,0.75,0.91,0.86,0.95,1.01,0.94,1.01,1.0,0.03,0.83,0.71,0.9,1.0
ng4j.csv,0.68,0.71,0.37,0.74,0.59,0.63,0.89,0.61,0.37,1.0,0.64,1.0,0.53,0.42,0.05,0.73
olap-navigator.csv,0.02,0.64,0.66,0.69,0.44,0.5,0.54,0.69,0.63,0.68,0.65,1.0,0.38,0.48,0.79,0.83
passwordsafe.csv,0.5,0.57,0.36,0.58,0.7,0.62,0.56,0.68,0.38,0.58,0.04,1.03,0.59,0.53,0.79,0.72
phonon-vlc-mplayer.csv,0.63,0.52,0.06,0.73,0.86,0.62,0.62,0.88,0.86,0.82,0.57,0.83,0.7,0.76,0.85,0.41
sepgsql.csv,0.97,0.11,0.86,0.83,0.99,0.67,0.92,0.95,0.81,1.02,0.83,1.05,0.88,1.04,0.85,0.91
unflobtactical.csv,0.62,0.63,0.77,0.61,0.71,0.64,0.0,0.57,0.46,0.59,0.67,0.62,0.7,0.73,0.64,0.7
