,olap-navigator.csv,sepgsql.csv,phonon-vlc-mplayer.csv,arcallians.csv,gretl.csv,fceugc.csv,unflobtactical.csv,autat.csv,jasperreports.csv,fido.csv,passwordsafe.csv,moast.csv,biopax.csv,exl.csv,ng4j.csv,jmule.csv
arcallians.csv,0.58,0.7,0.78,0.94,0.36,0.58,0.67,0.52,0.84,0.71,0.56,0.74,0.54,0.54,0.44,0.29
autat.csv,0.16,0.18,0.16,0.09,0.07,0.0,0.11,1.0,0.22,0.71,0.11,0.04,0.12,0.24,0.18,0.15
biopax.csv,0.66,0.38,0.68,0.66,0.71,0.59,0.61,0.51,0.75,0.33,0.69,0.45,0.96,0.79,0.64,0.67
exl.csv,0.65,0.65,0.36,0.57,0.66,0.57,0.53,0.58,0.87,0.82,0.56,0.66,0.5,0.98,0.67,0.64
fceugc.csv,0.3,0.23,0.35,0.34,0.0,0.96,0.38,0.14,0.05,0.0,0.29,0.36,0.2,0.6,0.12,0.0
fido.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.04,0.0,0.0,0.0
gretl.csv,0.6,0.4,0.59,0.3,0.99,0.6,0.3,0.17,0.35,0.05,0.65,0.3,0.48,0.63,0.3,0.13
jasperreports.csv,0.18,0.13,0.09,0.13,0.1,0.0,0.24,0.35,0.9,0.26,0.21,0.0,0.18,0.0,0.42,0.0
jmule.csv,0.7,0.72,0.73,0.58,0.59,0.49,0.3,0.52,0.89,0.52,0.52,0.14,0.7,0.71,0.68,0.96
moast.csv,0.16,0.41,0.16,0.29,0.11,0.17,0.07,0.0,0.1,0.0,0.0,0.99,0.2,0.34,0.12,0.0
ng4j.csv,0.57,0.46,0.7,0.58,0.67,0.51,0.13,0.48,0.71,0.0,0.44,0.01,0.58,0.71,0.96,0.63
olap-navigator.csv,0.98,0.69,0.68,0.64,0.71,0.66,0.71,0.61,0.75,0.7,0.69,0.0,0.7,0.78,0.54,0.5
passwordsafe.csv,0.59,0.72,0.72,0.49,0.52,0.53,0.62,0.54,0.87,0.67,0.96,0.17,0.52,0.63,0.47,0.37
phonon-vlc-mplayer.csv,0.6,0.69,0.95,0.62,0.45,0.53,0.66,0.22,0.44,0.46,0.55,0.5,0.53,0.55,0.47,0.69
sepgsql.csv,0.31,0.91,0.34,0.29,0.32,0.5,0.23,0.07,0.34,0.0,0.29,0.02,0.33,0.08,0.28,0.24
unflobtactical.csv,0.47,0.51,0.41,0.44,0.39,0.59,1.0,0.53,0.81,0.53,0.5,0.75,0.45,0.46,0.44,0.42
