,olap-navigator.csv,sepgsql.csv,phonon-vlc-mplayer.csv,arcallians.csv,gretl.csv,fceugc.csv,unflobtactical.csv,autat.csv,jasperreports.csv,fido.csv,passwordsafe.csv,moast.csv,biopax.csv,exl.csv,ng4j.csv,jmule.csv
arcallians.csv,0.54,0.89,0.78,0.93,0.32,0.57,0.66,0.5,0.96,0.75,0.53,0.98,0.49,0.66,0.4,0.25
autat.csv,0.13,0.15,0.13,0.07,0.06,0.0,0.09,1.0,0.19,0.75,0.09,0.03,0.1,0.2,0.15,0.12
biopax.csv,0.87,1.0,0.84,0.7,0.82,0.86,0.74,0.94,1.0,1.0,0.82,1.0,0.96,0.9,0.75,0.75
exl.csv,0.85,0.81,0.33,0.57,0.67,0.9,0.51,0.69,0.96,1.0,0.54,1.0,0.46,0.98,0.75,0.75
fceugc.csv,0.26,0.19,0.3,0.3,0.0,0.95,0.34,0.12,0.04,0.0,0.25,0.31,0.17,0.59,0.1,0.0
fido.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.03,0.0,0.0,0.0
gretl.csv,0.79,0.85,0.72,0.91,0.99,0.81,0.91,1.0,0.96,1.0,0.77,0.38,0.75,0.85,0.95,0.96
jasperreports.csv,0.15,0.11,0.07,0.11,0.08,0.0,0.2,0.31,0.88,0.25,0.18,0.0,0.55,0.0,0.5,0.0
jmule.csv,0.7,0.89,0.72,0.61,0.67,0.48,0.26,0.5,0.96,0.5,0.51,0.12,0.7,0.9,0.7,0.96
moast.csv,0.13,0.37,0.13,0.25,0.09,0.14,0.06,0.0,0.08,0.0,0.0,1.0,0.17,0.29,0.1,0.0
ng4j.csv,0.61,0.44,0.67,0.75,0.75,0.48,0.11,0.44,0.69,0.0,0.4,0.01,0.56,0.71,0.95,0.92
olap-navigator.csv,0.98,0.89,0.88,0.86,0.72,0.67,0.8,0.75,1.0,1.0,0.89,1.0,0.68,0.88,0.85,0.96
passwordsafe.csv,0.56,0.85,0.7,0.45,0.54,0.52,0.63,0.56,0.96,0.75,0.96,0.15,0.49,0.63,0.5,0.33
phonon-vlc-mplayer.csv,0.64,0.74,0.94,0.89,0.78,0.52,0.77,0.19,0.96,0.5,0.53,0.99,0.56,0.68,0.6,0.67
sepgsql.csv,0.3,0.89,0.32,0.25,0.34,0.48,0.2,0.06,0.31,0.0,0.26,0.02,0.31,0.07,0.25,0.21
unflobtactical.csv,0.43,0.48,0.38,0.39,0.35,0.62,1.0,0.5,0.92,0.5,0.49,0.99,0.42,0.44,0.4,0.38
