,plearn.csv,pclasses.csv,re2c.csv,tzod.csv,psrchive.csv,liferea.csv,atlc.csv,theresa.csv,aubit4gl.csv,pfaedit.csv,opensim4opencog.csv,jmol.csv,yaprm.csv,tktoolkit.csv,moving-pictures.csv,miranda-icq.csv,ipfilter.csv,zemljanka.csv,rockbox.csv
atlc.csv,0.64,0.72,0.76,0.69,0.73,0.81,0.27,0.78,0.76,0.85,0.7,0.8,0.85,0.92,0.77,0.67,0.64,0.8,0.78
aubit4gl.csv,0.92,0.83,0.5,0.93,0.79,1.0,1.0,1.0,0.5,0.78,0.96,0.8,0.74,0.91,0.96,0.98,0.96,0.98,0.9
ipfilter.csv,0.95,0.93,0.84,0.7,0.76,0.92,1.02,0.86,0.82,0.92,0.66,0.89,0.74,0.99,0.66,0.72,0.11,0.81,0.86
jmol.csv,0.81,0.75,0.98,0.79,0.98,0.71,0.49,0.72,0.66,0.97,0.81,0.51,0.97,0.73,0.79,1.0,0.95,0.6,0.49
liferea.csv,0.71,0.6,0.78,0.53,0.58,0.34,0.71,0.92,0.82,0.67,0.53,0.73,0.7,0.78,0.74,0.54,0.59,0.65,0.75
miranda-icq.csv,0.55,0.68,0.71,0.6,0.49,0.95,1.0,0.94,0.98,0.85,0.88,0.79,0.73,0.92,0.85,0.54,0.58,0.96,0.61
moving-pictures.csv,0.56,0.74,0.75,0.55,0.61,0.73,1.0,0.22,0.69,0.59,0.83,0.66,0.57,0.83,0.42,0.73,0.61,0.92,0.34
opensim4opencog.csv,0.55,0.39,0.92,0.51,0.57,0.48,0.59,0.56,0.79,0.77,0.51,0.66,0.74,0.69,0.54,0.65,0.76,0.46,0.54
pclasses.csv,0.53,0.23,0.84,0.68,0.86,0.93,1.0,1.01,0.96,0.88,0.59,0.82,0.94,0.96,0.72,1.0,1.01,0.99,0.78
pfaedit.csv,0.63,1.0,0.69,0.57,0.63,0.66,1.0,0.45,0.58,0.3,0.77,0.67,0.65,0.78,0.79,0.98,0.91,0.97,0.72
plearn.csv,0.48,0.62,0.73,0.89,0.66,0.66,0.7,1.09,0.87,0.91,0.68,0.61,0.74,1.01,0.88,0.85,0.66,0.88,0.9
psrchive.csv,0.54,0.87,0.35,0.71,0.32,0.79,1.0,0.75,0.8,0.8,0.72,0.89,0.7,0.75,0.61,0.88,0.79,0.73,0.86
re2c.csv,0.7,0.83,0.02,0.71,0.72,0.69,1.0,0.68,0.65,0.81,0.87,0.86,0.72,1.0,0.68,0.85,0.94,0.88,0.85
rockbox.csv,0.71,0.83,1.03,0.6,0.49,0.63,1.0,0.36,0.58,0.51,0.92,0.59,0.64,0.59,0.71,0.69,0.83,0.76,0.4
theresa.csv,0.48,0.87,0.84,0.55,0.45,0.58,0.71,0.24,0.65,0.48,0.8,0.6,0.61,0.73,0.65,0.73,0.74,0.63,0.63
tktoolkit.csv,0.75,0.77,0.44,0.87,0.63,0.85,0.68,0.58,0.87,0.78,0.8,0.83,0.74,0.54,0.81,0.95,0.95,1.01,0.91
tzod.csv,0.58,0.68,0.98,0.45,0.64,0.52,0.43,0.83,0.62,0.51,0.57,0.57,0.71,0.89,0.9,0.62,0.5,0.43,0.8
yaprm.csv,0.56,0.67,0.86,0.57,0.58,0.92,1.0,0.44,0.64,0.72,0.71,0.69,0.47,0.64,0.83,0.92,0.89,0.76,0.7
zemljanka.csv,0.87,0.74,0.94,0.64,0.84,0.94,0.87,0.6,0.8,0.78,0.95,0.94,0.82,0.88,0.99,0.82,0.93,0.21,0.79
