,plearn.csv,pclasses.csv,re2c.csv,tzod.csv,psrchive.csv,liferea.csv,atlc.csv,theresa.csv,aubit4gl.csv,pfaedit.csv,opensim4opencog.csv,jmol.csv,yaprm.csv,tktoolkit.csv,moving-pictures.csv,miranda-icq.csv,ipfilter.csv,zemljanka.csv,rockbox.csv
atlc.csv,0.64,0.53,0.48,0.41,0.53,0.52,0.85,0.54,0.52,0.45,0.61,0.49,0.41,0.36,0.33,0.61,0.5,0.42,0.55
aubit4gl.csv,0.1,0.21,0.55,0.09,0.25,0.0,0.0,0.0,0.65,0.26,0.05,0.27,0.34,0.11,0.05,0.02,0.05,0.02,0.13
ipfilter.csv,0.21,0.31,0.48,0.54,0.55,0.32,0.24,0.45,0.51,0.33,0.67,0.4,0.58,0.05,0.63,0.61,0.96,0.51,0.46
jmol.csv,0.52,0.39,0.09,0.54,0.17,0.52,0.66,0.66,0.62,0.13,0.51,0.69,0.13,0.58,0.56,0.0,0.21,0.66,0.67
liferea.csv,0.62,0.73,0.36,0.58,0.65,0.77,0.34,0.3,0.37,0.46,0.56,0.54,0.54,0.38,0.33,0.57,0.53,0.43,0.3
miranda-icq.csv,0.63,0.62,0.37,0.58,0.76,0.21,0.0,0.24,0.02,0.22,0.41,0.26,0.54,0.11,0.47,0.6,0.52,0.06,0.46
moving-pictures.csv,0.54,0.31,0.37,0.66,0.61,0.35,0.0,0.95,0.39,0.72,0.2,0.47,0.61,0.2,0.66,0.37,0.51,0.11,0.75
opensim4opencog.csv,0.59,0.73,0.34,0.67,0.62,0.77,0.46,0.8,0.54,0.58,0.6,0.63,0.58,0.56,0.59,0.57,0.48,0.62,0.56
pclasses.csv,0.58,0.83,0.2,0.49,0.17,0.1,0.0,0.0,0.05,0.18,0.54,0.25,0.1,0.05,0.4,0.0,0.05,0.01,0.55
pfaedit.csv,0.48,0.0,0.51,0.49,0.52,0.42,0.0,0.68,0.63,0.78,0.3,0.61,0.67,0.26,0.25,0.02,0.11,0.1,0.36
plearn.csv,0.64,0.48,0.57,0.13,0.46,0.42,0.36,0.26,0.2,0.13,0.46,0.51,0.55,0.0,0.31,0.18,0.58,0.21,0.19
psrchive.csv,0.6,0.21,0.7,0.35,0.73,0.53,0.0,0.37,0.53,0.47,0.51,0.14,0.52,0.57,0.52,0.41,0.52,0.57,0.19
re2c.csv,0.38,0.21,1.0,0.49,0.5,0.42,0.31,0.38,0.45,0.24,0.36,0.19,0.41,0.0,0.58,0.32,0.31,0.41,0.24
rockbox.csv,0.36,0.21,0.0,0.68,0.6,0.43,0.0,0.9,0.59,0.65,0.11,0.59,0.56,0.48,0.36,0.39,0.2,0.31,0.76
theresa.csv,0.67,0.21,0.35,0.64,0.66,0.5,0.36,0.94,0.54,0.71,0.26,0.53,0.49,0.58,0.43,0.4,0.48,0.49,0.42
tktoolkit.csv,0.43,0.39,0.77,0.43,0.63,0.46,0.41,0.63,0.45,0.57,0.52,0.48,0.5,0.53,0.52,0.21,0.21,0.0,0.33
tzod.csv,0.65,0.54,0.2,0.65,0.6,0.75,0.71,0.49,0.6,0.61,0.58,0.69,0.55,0.38,0.13,0.58,0.62,0.66,0.25
yaprm.csv,0.65,0.47,0.35,0.49,0.53,0.1,0.0,0.68,0.49,0.33,0.34,0.4,0.68,0.47,0.21,0.1,0.13,0.28,0.37
zemljanka.csv,0.42,0.62,0.24,0.66,0.47,0.34,0.43,0.77,0.55,0.57,0.21,0.31,0.51,0.43,0.13,0.48,0.39,0.82,0.53
