,plearn.csv,pclasses.csv,re2c.csv,tzod.csv,psrchive.csv,liferea.csv,atlc.csv,theresa.csv,aubit4gl.csv,pfaedit.csv,opensim4opencog.csv,jmol.csv,yaprm.csv,tktoolkit.csv,moving-pictures.csv,miranda-icq.csv,ipfilter.csv,zemljanka.csv,rockbox.csv
atlc.csv,0.34,0.16,0.09,0.42,0.15,0.24,0.84,0.05,0.51,0.53,0.14,0.79,0.39,0.11,0.47,0.29,0.76,0.94,0.38
aubit4gl.csv,0.56,0.22,0.5,0.67,0.5,0.0,0.0,0.0,0.67,0.92,0.25,0.82,0.55,0.5,0.5,0.5,1.0,1.0,0.5
ipfilter.csv,0.28,0.15,0.11,0.37,0.16,0.22,0.47,0.07,0.55,0.61,0.16,0.81,0.51,0.12,0.52,0.29,0.96,0.96,0.32
jmol.csv,0.29,0.15,0.11,0.37,0.13,0.23,0.73,0.08,0.57,0.61,0.11,0.88,0.5,0.14,0.5,0.26,0.72,0.97,0.52
liferea.csv,0.32,0.23,0.09,0.52,0.21,0.48,0.92,0.06,0.44,0.66,0.24,0.81,0.5,0.11,0.57,0.4,0.79,0.98,0.5
miranda-icq.csv,0.38,0.19,0.14,0.43,0.26,0.24,0.59,0.06,0.25,0.56,0.12,0.88,0.49,0.14,0.43,0.38,0.81,0.91,0.57
moving-pictures.csv,0.44,0.3,0.11,0.46,0.2,0.29,0.0,0.21,0.61,0.7,0.17,0.85,0.59,0.22,0.72,0.28,0.79,0.95,0.67
opensim4opencog.csv,0.4,0.33,0.06,0.49,0.21,0.35,0.89,0.1,0.54,0.65,0.23,0.84,0.52,0.14,0.62,0.29,0.68,0.98,0.56
pclasses.csv,0.43,0.53,0.2,0.38,0.29,0.25,0.0,0.0,0.5,0.5,0.18,0.81,0.3,1.0,0.5,0.0,0.25,1.0,0.38
pfaedit.csv,0.38,0.0,0.11,0.63,0.19,0.33,0.0,0.12,0.61,0.86,0.15,0.84,0.56,0.36,0.86,0.25,1.0,0.85,0.46
plearn.csv,0.46,0.23,0.11,0.5,0.19,0.33,0.72,0.02,0.43,0.5,0.14,0.87,0.49,0.0,0.33,0.31,0.74,0.92,0.23
psrchive.csv,0.41,0.11,0.4,0.57,0.48,0.22,0.57,0.06,0.55,0.55,0.12,0.8,0.5,0.13,0.56,0.26,0.68,0.96,0.33
re2c.csv,0.36,0.2,0.86,0.36,0.15,0.26,0.39,0.14,0.63,0.65,0.08,0.8,0.5,0.0,0.5,0.17,0.54,0.94,0.29
rockbox.csv,0.45,0.22,0.0,0.44,0.31,0.45,0.0,0.14,0.62,0.73,0.08,0.86,0.54,0.26,0.6,0.34,0.8,0.96,0.58
theresa.csv,0.44,0.11,0.07,0.46,0.31,0.38,0.68,0.2,0.57,0.74,0.15,0.87,0.61,0.14,0.61,0.26,0.69,0.97,0.78
tktoolkit.csv,0.26,0.14,0.19,0.35,0.19,0.2,0.68,0.08,0.51,0.64,0.12,0.83,0.48,0.34,0.51,0.25,0.71,0.95,0.38
tzod.csv,0.36,0.18,0.04,0.59,0.18,0.33,0.76,0.05,0.59,0.74,0.18,0.87,0.5,0.12,0.6,0.3,0.82,0.98,0.5
yaprm.csv,0.38,0.19,0.07,0.63,0.24,0.5,0.0,0.12,0.6,0.88,0.22,0.86,0.66,0.18,0.56,0.57,1.0,1.0,0.55
zemljanka.csv,0.3,0.2,0.11,0.42,0.16,0.19,0.59,0.09,0.57,0.64,0.13,0.79,0.53,0.12,0.42,0.22,0.64,1.0,0.37
