,plearn.csv,pclasses.csv,re2c.csv,tzod.csv,psrchive.csv,liferea.csv,atlc.csv,theresa.csv,aubit4gl.csv,pfaedit.csv,opensim4opencog.csv,jmol.csv,yaprm.csv,tktoolkit.csv,moving-pictures.csv,miranda-icq.csv,ipfilter.csv,zemljanka.csv,rockbox.csv
atlc.csv,0.58,0.55,0.57,0.29,0.59,0.8,0.24,0.7,0.62,0.69,0.65,0.65,0.61,0.88,0.29,0.6,0.37,0.56,0.75
aubit4gl.csv,0.03,0.12,0.06,0.02,0.04,0.02,0.0,0.06,0.35,0.03,0.02,0.22,0.24,0.01,0.03,0.01,0.0,0.0,0.06
ipfilter.csv,0.95,0.91,0.82,0.54,0.71,0.91,0.93,0.86,0.81,0.91,0.65,0.87,0.68,0.99,0.61,0.71,0.11,0.78,0.78
jmol.csv,0.79,0.39,0.98,0.77,0.96,0.55,0.34,0.72,0.6,0.97,0.73,0.43,0.97,0.66,0.77,1.0,0.95,0.56,0.38
liferea.csv,0.68,0.59,0.41,0.29,0.51,0.25,0.03,0.92,0.5,0.34,0.24,0.61,0.55,0.43,0.19,0.28,0.32,0.22,0.16
miranda-icq.csv,0.42,0.62,0.24,0.44,0.47,0.95,1.0,0.94,0.06,0.23,0.87,0.13,0.61,0.08,0.77,0.33,0.26,0.11,0.19
moving-pictures.csv,0.26,0.12,0.33,0.46,0.49,0.23,0.0,0.22,0.25,0.57,0.12,0.35,0.42,0.09,0.23,0.29,0.32,0.11,0.22
opensim4opencog.csv,0.35,0.29,0.63,0.42,0.44,0.45,0.07,0.56,0.77,0.77,0.27,0.61,0.71,0.57,0.32,0.51,0.58,0.22,0.25
pclasses.csv,0.3,0.14,0.08,0.44,0.07,0.07,0.0,0.16,0.04,0.23,0.34,0.22,0.18,0.0,0.32,0.01,0.32,0.0,0.75
pfaedit.csv,0.29,0.05,0.47,0.15,0.39,0.23,0.0,0.3,0.48,0.2,0.21,0.61,0.63,0.06,0.03,0.02,0.0,0.33,0.22
plearn.csv,0.3,0.3,0.65,0.06,0.33,0.23,0.17,0.86,0.25,0.17,0.38,0.3,0.63,0.13,0.52,0.12,0.53,0.33,0.31
psrchive.csv,0.35,0.29,0.12,0.12,0.15,0.73,1.0,0.34,0.79,0.63,0.53,0.13,0.53,0.7,0.35,0.87,0.68,0.67,0.19
re2c.csv,0.24,0.14,0.02,0.48,0.52,0.32,0.76,0.12,0.27,0.17,0.57,0.17,0.37,0.05,0.58,0.47,0.63,0.67,0.31
rockbox.csv,0.15,0.12,0.25,0.56,0.24,0.14,0.0,0.36,0.42,0.37,0.14,0.43,0.47,0.18,0.19,0.23,0.11,0.22,0.34
theresa.csv,0.35,0.3,0.51,0.44,0.27,0.23,0.21,0.24,0.46,0.4,0.17,0.35,0.29,0.66,0.23,0.35,0.53,0.33,0.06
tktoolkit.csv,0.46,0.43,0.41,0.85,0.56,0.8,0.24,0.48,0.83,0.77,0.74,0.83,0.55,0.14,0.81,0.95,0.95,1.0,0.91
tzod.csv,0.51,0.5,0.51,0.25,0.53,0.5,0.31,0.76,0.5,0.31,0.37,0.52,0.58,0.88,0.06,0.47,0.32,0.22,0.12
yaprm.csv,0.47,0.39,0.55,0.15,0.29,0.02,0.0,0.28,0.35,0.06,0.15,0.26,0.34,0.29,0.13,0.02,0.0,0.0,0.16
zemljanka.csv,0.87,0.73,0.94,0.6,0.83,0.89,0.86,0.6,0.79,0.77,0.95,0.91,0.82,0.84,0.97,0.71,0.84,0.0,0.75
