,agilitybook.csv,apolloplayer.csv,gotjava.csv,rtb-team.csv,redshell.csv,k3d.csv,kowari.csv,keyczar.csv
agilitybook.csv,0.94,0.28,0.0,0.14,0.42,0.17,0.05,0.46
apolloplayer.csv,0.11,0.98,0.0,0.23,0.37,0.13,0.1,0.42
k3d.csv,0.12,0.21,0.0,0.3,0.14,1.0,0.0,0.37
keyczar.csv,0.27,0.39,0.01,0.45,0.64,0.33,0.1,0.99
kowari.csv,0.08,0.14,0.0,0.0,0.02,0.22,1.0,0.0
redshell.csv,0.24,0.38,0.0,0.45,1.0,0.26,0.16,0.86
rtb-team.csv,0.27,0.36,0.0,0.89,0.48,0.1,0.14,0.47
