,agilitybook.csv,apolloplayer.csv,gotjava.csv,rtb-team.csv,redshell.csv,k3d.csv,kowari.csv,keyczar.csv
agilitybook.csv,0.0,0.41,0.21,0.32,0.38,0.61,0.4,0.33
apolloplayer.csv,0.46,0.0,0.8,0.22,0.12,0.55,0.4,0.07
k3d.csv,0.04,0.14,0.01,0.05,0.12,0.0,0.01,0.33
keyczar.csv,0.26,0.43,0.33,0.51,0.5,0.49,0.64,0.07
kowari.csv,0.03,0.03,0.09,0.03,0.0,0.06,0.0,0.0
redshell.csv,0.99,1.0,0.99,1.0,0.0,0.98,0.96,1.0
rtb-team.csv,0.32,0.33,0.34,0.0,0.38,0.26,0.62,0.53
