,recall,precision,pf,cdom,bellwether
1,0.9299999999999999,0.535,0.41,7.0,openefm.csv
10,0.7949999999999999,0.7949999999999999,0.46,1.0,gpsmid.csv
13,0.59,0.55,0.42,8.0,lmms.csv
26,0.29,0.29,0.19,4.0,ninject.csv
32,0.52,0.33,0.2,16.0,ktc.csv
50,0.4,0.25,0.2,18.0,rebecca-aiml.csv
23,0.885,0.885,0.845,1.0,magicwars.csv
24,0.495,0.665,0.42,3.0,turbotrader-bos.csv
25,0.96,0.98,0.96,0.0,xmemcached.csv
