,id,count_recall,count_precision,count_pf,cdom_score,bellwether
56,2,2,1,1,1,logicmail.csv
51,3,3,2,2,5,jedit.csv
49,4,1,7,13,15,icescrum.csv
57,5,3,3,2,4,springside.csv
24,6,2,10,19,19,jpaul.csv
19,7,1,3,13,12,jas.csv
28,8,1,6,11,10,jmoney.csv
17,9,3,2,4,5,openefm.csv
18,11,1,1,1,0,atunes.csv
52,12,1,1,1,1,gpsmid.csv
58,14,1,1,2,2,nutz.csv
50,15,3,8,16,18,bibedt.csv
21,16,3,7,11,12,wxcrp.csv
26,17,3,3,2,7,empserver.csv
15,18,2,4,14,15,vars-redux.csv
27,19,2,1,2,2,lmms.csv
14,20,1,5,8,9,fritzing.csv
29,21,5,1,1,4,micomt.csv
59,22,2,5,10,11,rsyslog.csv
16,27,1,5,7,8,encog-java.csv
25,28,1,3,12,11,lamp.csv
20,29,3,5,8,12,algebsql.csv
39,30,3,9,12,17,ninject.csv
34,31,2,4,4,4,botsnscouts.csv
13,33,1,6,12,11,gbif-providertoolkit.csv
12,34,2,5,8,9,m-a-d-n-e-s-s.csv
5,35,1,3,4,3,vapor.csv
33,36,1,8,12,15,acdk.csv
40,37,1,12,19,19,pixel-commandos.csv
32,38,3,6,6,9,xtreemfs.csv
41,39,1,7,15,15,owfs.csv
54,40,0,3,7,6,kowari.csv
47,41,1,4,10,9,hydrogen.csv
22,42,2,3,4,4,badtrinitycore.csv
31,43,1,15,19,18,zoolib.csv
30,44,1,13,20,19,alpine.csv
23,45,1,4,4,5,ossbuild.csv
46,46,1,4,5,4,tolven.csv
55,47,1,6,10,9,jstock.csv
48,48,1,7,12,11,jcae.csv
53,49,1,10,18,17,ktc.csv
8,51,4,3,5,8,cubefs.csv
42,52,7,4,10,15,hatari.csv
38,53,1,3,3,2,graphmak.csv
37,54,2,5,20,18,sarasvati.csv
43,55,1,4,8,8,zact.csv
7,56,10,5,7,16,co-ode-owl-plugins.csv
4,57,1,7,12,12,opennms.csv
9,58,1,2,2,1,papertoolkit.csv
1,59,1,1,4,3,maidsafe-dht.csv
11,60,1,4,11,11,codepurge.csv
0,61,1,1,3,4,migen.csv
36,62,1,5,8,8,alembik.csv
44,63,2,1,1,1,silvertree.csv
45,64,1,1,1,0,jrdf.csv
35,65,5,7,7,10,gwanted.csv
2,66,1,6,16,15,tcvp.csv
10,67,1,9,15,13,opensim4opencog.csv
3,68,1,11,16,15,bionote.csv
6,69,2,3,4,6,rebecca-aiml.csv
