,ildjit.csv,jfreereport.csv,gebr.csv,amateur-scrolls.csv,foursquared.csv,kml.csv,pcsx2.csv,wxjs.csv,ffigo.csv,ng4j.csv
amateur-scrolls.csv,0.0,484.0,0.0,260.5,577.5,0.0,51.5,506.5,97.5,174.0
ffigo.csv,695.0,1061.0,97.5,357.0,98.5,95.5,99.0,1135.5,99.0,248.5
foursquared.csv,0.0,960.0,93.5,252.0,96.5,95.5,87.5,414.0,0.0,0.0
gebr.csv,390.0,198.0,98.5,551.0,98.5,97.5,99.0,3269.5,99.0,1001.5
ildjit.csv,533.0,477.5,93.5,366.0,434.0,97.5,99.0,909.5,95.5,250.5
jfreereport.csv,427.5,861.5,98.5,361.0,98.5,95.5,98.5,398.5,97.5,82.5
kml.csv,95.5,198.0,98.5,551.0,98.5,97.5,99.0,3202.0,98.5,828.5
ng4j.csv,887.0,1162.5,97.5,272.5,98.5,95.5,99.0,865.0,97.5,178.0
pcsx2.csv,436.5,2912.0,98.5,551.0,98.5,95.5,99.0,514.5,97.5,542.0
wxjs.csv,90.5,673.5,0.0,4.5,12.5,178.5,177.0,801.5,0.0,186.5
