,jajuk.csv,autoopencas.csv,decidr.csv,columba.csv
autoopencas.csv,0.39,0.96,0.4,0.3
columba.csv,0.68,0.47,0.44,0.98
decidr.csv,0.7,0.42,0.97,0.68
jajuk.csv,0.99,0.34,0.6,0.62
