,jajuk.csv,autoopencas.csv,decidr.csv,columba.csv
autoopencas.csv,0.75,0.01,0.8,0.9
columba.csv,0.43,0.61,0.24,0.0
decidr.csv,0.32,0.43,0.01,0.5
jajuk.csv,0.01,0.66,0.41,0.18
