,jajuk.csv,autoopencas.csv,decidr.csv,columba.csv
autoopencas.csv,0.93,0.05,0.92,0.98
columba.csv,0.52,0.79,0.65,0.03
decidr.csv,0.43,0.75,0.03,0.56
jajuk.csv,0.01,0.93,0.57,0.46
