,jajuk.csv,autoopencas.csv,decidr.csv,columba.csv
autoopencas.csv,0.58,0.88,0.5,0.45
columba.csv,0.43,0.52,0.52,0.63
decidr.csv,0.41,0.56,0.46,0.45
jajuk.csv,0.44,0.49,0.43,0.49
