,jajuk.csv,autoopencas.csv,decidr.csv,columba.csv
autoopencas.csv,0.39,0.97,0.5,0.32
columba.csv,0.65,0.31,0.5,0.98
decidr.csv,0.69,0.3,0.98,0.51
jajuk.csv,0.99,0.21,0.63,0.57
