,jajuk.csv,autoopencas.csv,decidr.csv,columba.csv
autoopencas.csv,0.35,0.98,0.47,0.22
columba.csv,0.6,0.23,0.68,0.99
decidr.csv,0.67,0.24,0.99,0.38
jajuk.csv,0.99,0.16,0.66,0.57
