,lazarus-ccr.csv,migen.csv,mvnforum.csv,plplot.csv,lcfizvtop.csv,buddata-ebxml-registry.csv
buddata-ebxml-registry.csv,1.0,1.0,1.0,1.0,1.0,0.0
lazarus-ccr.csv,0.0,0.56,0.75,0.63,1.0,0.75
lcfizvtop.csv,0.07,0.28,0.18,0.11,0.0,0.0
migen.csv,0.39,0.0,0.11,0.09,0.1,0.0
mvnforum.csv,0.18,0.07,0.0,0.05,0.15,0.5
plplot.csv,0.86,0.56,0.64,0.0,0.5,0.75
