,smbopensoft.csv,lamp.csv,thout.csv,bscwweasel.csv,retromenu.csv,capcode.csv,boost-sandbox.csv,stuproa-cims.csv,nodal.csv,pydev.csv,mecat.csv,emite.csv,fluent-nhibernate.csv,uface.csv,cme.csv
boost-sandbox.csv,0.83,0.6,0.69,0.48,0.72,0.55,0.47,0.48,0.43,0.51,0.45,0.4,0.67,0.54,0.59
bscwweasel.csv,0.0,0.5,0.94,0.94,0.88,0.0,0.0,0.67,0.89,0.8,0.5,0.5,0.75,0.86,0.5
capcode.csv,0.0,0.9,0.97,0.76,0.83,0.89,0.93,0.87,0.94,0.96,0.0,0.64,0.97,0.94,0.86
cme.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8
emite.csv,0.34,0.92,0.54,0.71,0.47,0.58,0.92,0.78,0.82,0.58,0.6,0.59,0.97,0.55,0.59
fluent-nhibernate.csv,0.89,0.94,0.94,0.96,0.92,0.91,0.86,0.95,0.5,0.93,0.67,0.67,0.94,0.95,0.86
lamp.csv,0.0,0.92,0.92,0.75,0.86,0.86,0.88,0.86,0.86,0.88,0.8,0.0,0.89,0.89,0.83
mecat.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.0,0.0
nodal.csv,0.0,0.88,0.81,0.9,0.64,0.62,0.9,0.95,0.76,0.5,0.88,0.67,0.82,0.86,0.38
pydev.csv,0.81,0.9,0.74,0.8,0.65,0.72,0.9,0.79,0.92,0.62,0.82,0.0,0.96,0.97,0.38
retromenu.csv,0.0,0.67,0.73,0.89,0.55,0.57,0.88,0.89,0.83,0.92,0.75,0.5,0.9,0.8,0.64
smbopensoft.csv,0.44,0.59,0.78,0.64,0.61,0.9,0.53,0.71,0.93,0.93,0.81,0.65,0.97,0.87,0.72
stuproa-cims.csv,0.27,0.42,0.47,0.51,0.35,0.36,0.42,0.8,0.35,0.34,0.34,0.4,0.45,0.41,0.39
thout.csv,0.95,0.62,0.77,0.79,0.72,0.57,0.7,0.6,0.6,0.76,0.67,0.77,0.81,0.91,0.41
uface.csv,0.27,0.37,0.47,0.48,0.33,0.41,0.38,0.35,0.34,0.35,0.33,0.35,0.4,0.37,0.4
