,smbopensoft.csv,lamp.csv,thout.csv,bscwweasel.csv,retromenu.csv,capcode.csv,boost-sandbox.csv,stuproa-cims.csv,nodal.csv,pydev.csv,mecat.csv,emite.csv,fluent-nhibernate.csv,uface.csv,cme.csv
boost-sandbox.csv,0.34,0.17,0.24,0.23,0.17,0.25,1.0,0.32,0.38,0.34,0.05,0.59,0.09,0.59,0.1
bscwweasel.csv,0.02,0.0,0.27,0.95,0.34,0.0,0.0,0.0,0.25,0.2,0.0,0.06,0.29,0.12,0.0
capcode.csv,0.0,0.12,0.21,0.13,0.07,0.86,0.1,0.29,0.24,0.24,0.0,0.51,0.2,0.16,0.0
cme.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
emite.csv,0.64,0.22,0.33,0.24,0.51,0.21,0.21,0.27,0.35,0.35,0.21,0.97,0.11,0.68,0.37
fluent-nhibernate.csv,0.11,0.0,0.26,0.09,0.06,0.17,0.1,0.19,0.08,0.12,0.0,0.06,0.97,0.18,0.0
lamp.csv,0.02,0.92,0.18,0.25,0.36,0.32,0.12,0.1,0.4,0.27,0.25,0.0,0.31,0.14,0.0
mecat.csv,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
nodal.csv,0.02,0.21,0.31,0.15,0.46,0.3,0.13,0.19,0.95,0.49,0.18,0.12,0.31,0.31,0.15
pydev.csv,0.37,0.12,0.37,0.23,0.54,0.2,0.13,0.21,0.29,0.97,0.29,0.0,0.18,0.15,0.31
retromenu.csv,0.02,0.35,0.4,0.21,0.98,0.24,0.12,0.12,0.28,0.46,0.29,0.06,0.3,0.07,0.25
smbopensoft.csv,0.97,0.2,0.27,0.2,0.23,0.12,0.68,0.26,0.22,0.29,0.08,0.48,0.13,0.36,0.17
stuproa-cims.csv,0.66,0.17,0.37,0.26,0.5,0.24,0.79,0.99,0.39,0.51,0.1,0.51,0.23,0.81,0.16
thout.csv,0.27,0.16,0.97,0.18,0.41,0.26,0.58,0.3,0.22,0.29,0.19,0.33,0.23,0.3,0.31
uface.csv,0.66,0.16,0.39,0.33,0.46,0.25,0.81,0.37,0.43,0.51,0.11,0.68,0.22,1.0,0.12
