,smbopensoft.csv,lamp.csv,thout.csv,bscwweasel.csv,retromenu.csv,capcode.csv,boost-sandbox.csv,stuproa-cims.csv,nodal.csv,pydev.csv,mecat.csv,emite.csv,fluent-nhibernate.csv,uface.csv,cme.csv
boost-sandbox.csv,0.26,0.4,0.69,0.61,0.47,0.52,0.0,0.65,0.71,0.59,0.65,0.78,0.41,0.48,0.62
bscwweasel.csv,0.0,0.02,0.05,0.0,0.07,0.01,0.03,0.02,0.08,0.01,0.03,0.02,0.01,0.0,0.04
capcode.csv,0.01,0.36,0.17,0.26,0.11,0.0,0.23,0.21,0.21,0.23,0.02,0.32,0.17,0.15,0.13
cme.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0
emite.csv,0.62,0.08,0.47,0.28,0.38,0.31,0.0,0.23,0.16,0.45,0.37,0.0,0.21,0.19,0.33
fluent-nhibernate.csv,0.03,0.13,0.06,0.15,0.24,0.13,0.03,0.08,0.02,0.16,0.05,0.05,0.0,0.19,0.13
lamp.csv,0.0,0.0,0.05,0.01,0.04,0.06,0.03,0.03,0.02,0.03,0.07,0.0,0.03,0.02,0.12
mecat.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nodal.csv,0.0,0.22,0.1,0.12,0.13,0.23,0.05,0.09,0.0,0.29,0.12,0.02,0.13,0.04,0.37
pydev.csv,0.25,0.14,0.12,0.23,0.2,0.21,0.05,0.3,0.11,0.0,0.15,0.02,0.14,0.48,0.33
retromenu.csv,0.0,0.0,0.08,0.04,0.0,0.24,0.03,0.03,0.03,0.01,0.05,0.02,0.04,0.02,0.17
smbopensoft.csv,0.01,0.5,0.44,0.55,0.56,0.25,0.59,0.33,0.16,0.26,0.33,0.25,0.16,0.35,0.31
stuproa-cims.csv,1.0,0.95,0.89,0.56,0.93,0.77,0.9,0.0,0.89,0.84,0.88,0.7,0.6,0.54,0.98
thout.csv,0.03,0.63,0.01,0.44,0.22,0.49,0.44,0.48,0.52,0.33,0.27,0.5,0.28,0.37,0.42
uface.csv,1.0,0.86,0.83,0.53,0.93,0.73,0.77,0.79,0.81,0.75,0.82,0.55,0.66,0.0,0.81
