,xbrlapi.csv,vdsf.csv,maidsafe-dht.csv,dvt.csv,gotjava.csv,htmlunit.csv,jaxen.csv,emulemorph.csv,jguard.csv,empserver.csv,kowari.csv,mimosa.csv,google-web-toolkit.csv
dvt.csv,0.41,0.1,0.12,0.95,0.0,0.08,0.0,0.0,0.39,0.18,0.08,0.36,0.42
empserver.csv,0.56,0.16,0.26,0.48,0.0,0.47,0.07,0.04,0.41,0.97,0.17,0.53,0.56
emulemorph.csv,0.11,0.0,0.0,0.1,0.0,0.08,0.0,0.91,0.2,0.0,0.0,0.17,0.36
google-web-toolkit.csv,0.48,0.13,0.23,0.48,0.01,0.37,0.19,0.04,0.46,0.68,0.1,0.41,0.98
htmlunit.csv,0.48,0.16,0.31,0.13,0.0,0.98,0.35,0.21,0.29,0.67,0.2,0.31,0.44
jaxen.csv,0.28,0.07,0.17,0.1,0.0,0.4,1.0,0.18,0.0,0.2,0.5,0.4,0.18
jguard.csv,0.57,0.13,0.21,0.42,0.01,0.41,0.12,0.11,0.95,0.67,0.05,0.64,0.54
kowari.csv,0.2,0.16,0.4,0.16,0.0,0.25,0.22,0.0,0.31,0.09,1.0,0.16,0.29
maidsafe-dht.csv,0.08,0.23,1.0,0.32,0.0,0.54,0.36,0.16,0.27,0.2,0.16,0.25,0.31
mimosa.csv,0.61,0.14,0.41,0.42,0.0,0.48,0.21,0.12,0.42,0.57,0.25,1.0,0.52
vdsf.csv,0.66,0.81,0.32,0.45,0.0,0.41,0.08,0.12,0.48,0.6,0.09,0.4,0.62
xbrlapi.csv,0.99,0.15,0.3,0.29,0.02,0.52,0.15,0.08,0.43,0.58,0.16,0.51,0.48
