,xbrlapi.csv,vdsf.csv,maidsafe-dht.csv,dvt.csv,gotjava.csv,htmlunit.csv,jaxen.csv,emulemorph.csv,jguard.csv,empserver.csv,kowari.csv,mimosa.csv,google-web-toolkit.csv
dvt.csv,0.0,160.0,16.0,0.0,490.0,2.0,86.0,109.0,2.0,0.0,4.0,1.0,3.0
empserver.csv,0.0,5.0,8.0,1.0,490.0,12.0,49.0,42.0,1.0,0.0,4.0,1.0,0.0
emulemorph.csv,9.0,1261.0,73.0,4.0,490.0,24.0,86.0,0.0,1.0,68.0,84.0,4.0,3.0
google-web-toolkit.csv,0.0,277.0,3.0,1.0,168.0,3.0,17.0,3.0,1.0,0.0,5.0,3.0,0.0
htmlunit.csv,1.0,5.0,2.0,9.0,490.0,0.0,4.0,5.0,1.0,1.0,6.0,0.0,0.0
jaxen.csv,1.0,43.0,7.0,2.0,490.0,4.0,0.0,17.0,85.0,0.0,2.0,0.0,0.0
jguard.csv,0.0,5.0,6.0,21.0,105.0,25.0,55.0,3.0,0.0,1.0,25.0,1.0,4.0
kowari.csv,1.0,6.0,3.0,0.0,490.0,1.0,2.0,109.0,3.0,2.0,0.0,1.0,0.0
maidsafe-dht.csv,2.0,25.0,0.0,0.0,490.0,0.0,2.0,14.0,5.0,6.0,11.0,3.0,0.0
mimosa.csv,0.0,0.0,2.0,1.0,490.0,1.0,23.0,13.0,2.0,1.0,1.0,0.0,0.0
vdsf.csv,0.0,0.0,8.0,21.0,490.0,27.0,64.0,2.0,2.0,1.0,8.0,1.0,4.0
xbrlapi.csv,0.0,5.0,6.0,20.0,68.0,19.0,16.0,49.0,0.0,1.0,3.0,4.0,3.0
