,xbrlapi.csv,vdsf.csv,maidsafe-dht.csv,dvt.csv,gotjava.csv,htmlunit.csv,jaxen.csv,emulemorph.csv,jguard.csv,empserver.csv,kowari.csv,mimosa.csv,google-web-toolkit.csv
dvt.csv,0.4,0.2,0.27,0.02,0.24,0.19,0.59,0.17,0.29,0.12,0.21,0.07,0.42
empserver.csv,0.5,0.97,0.43,0.33,0.5,0.68,0.66,0.42,0.3,0.0,0.62,0.29,0.47
emulemorph.csv,0.3,0.0,0.0,0.14,0.15,0.18,0.0,0.0,0.25,0.03,0.17,0.4,0.21
google-web-toolkit.csv,0.48,0.94,0.28,0.31,0.38,0.25,0.29,0.44,0.12,0.73,0.41,0.4,0.02
htmlunit.csv,0.45,1.0,0.13,0.32,0.06,0.0,0.11,0.28,0.21,0.82,0.26,0.26,0.35
jaxen.csv,0.2,0.09,0.13,0.17,0.08,0.04,0.0,0.24,0.0,0.0,0.03,0.05,0.11
jguard.csv,0.88,0.85,0.63,0.84,0.38,0.81,0.72,0.63,0.04,0.91,0.4,0.81,0.6
kowari.csv,0.3,0.11,0.17,0.15,0.04,0.06,0.04,0.09,0.25,0.15,0.0,0.19,0.09
maidsafe-dht.csv,0.1,0.18,0.0,0.22,0.03,0.13,0.05,0.27,0.27,0.3,0.35,0.26,0.16
mimosa.csv,0.5,0.98,0.28,0.36,0.65,0.43,0.37,0.52,0.14,0.27,0.36,0.0,0.27
vdsf.csv,0.92,0.03,0.83,0.82,0.92,0.95,0.85,0.81,0.84,0.91,0.73,0.79,0.76
xbrlapi.csv,0.02,0.79,0.53,0.63,0.23,0.63,0.23,0.61,0.32,0.39,0.49,0.33,0.37
