,jmoney.csv,dxengine.csv,jsidplay2.csv,sblim.csv,piccolo2d.csv,jmonkeyengine.csv,e-bio-flow.csv,matrex.csv,reaper3d.csv
dxengine.csv,0.52,0.66,0.68,0.44,0.14,0.09,0.31,0.62,0.21
e-bio-flow.csv,0.26,0.24,0.58,0.27,0.35,0.46,0.62,0.12,0.16
jmoney.csv,0.78,0.62,0.64,0.39,0.36,0.25,0.55,0.28,0.22
jmonkeyengine.csv,0.18,0.53,0.38,0.46,0.14,0.54,0.4,0.12,0.14
jsidplay2.csv,0.63,0.26,0.85,0.22,0.29,0.34,0.53,0.7,0.16
matrex.csv,0.65,0.43,0.51,0.58,0.24,0.15,0.38,0.82,0.0
piccolo2d.csv,0.57,0.48,0.53,0.49,0.49,0.37,0.51,0.71,0.29
reaper3d.csv,0.56,0.41,0.63,0.53,0.12,0.19,0.42,0.42,0.26
sblim.csv,0.46,0.55,0.24,0.64,0.41,0.31,0.52,0.08,0.0
