,olap-navigator.csv,qgis.csv,phonon-vlc-mplayer.csv,gnupdate.csv,qse.csv,roller.csv,xpontus.csv,zoolib.csv,rebecca-aiml.csv,xapian.csv,linux-ntfs.csv
gnupdate.csv,196.0,98.5,3573.5,188.0,97.5,97.5,2492.5,291.5,98.5,193.0,96.5
linux-ntfs.csv,376.0,290.5,7302.5,560.0,97.5,97.5,4251.0,5110.0,98.5,388.0,98.5
olap-navigator.csv,97.5,96.5,582.5,188.0,97.5,97.5,2108.5,2731.5,98.5,193.0,196.0
phonon-vlc-mplayer.csv,97.5,94.5,480.0,748.0,97.5,97.5,2525.5,1365.0,98.5,193.0,196.0
qgis.csv,73.5,96.5,3417.0,0.0,94.5,196.0,3604.5,1572.0,98.5,291.5,195.0
qse.csv,97.5,94.5,1248.0,67.5,97.5,364.0,3057.5,1889.0,175.0,291.5,0.0
rebecca-aiml.csv,196.0,94.5,1465.0,563.0,97.5,196.0,1984.0,1565.5,278.0,192.0,183.0
roller.csv,97.5,389.0,8876.0,936.0,97.5,97.5,3322.0,1169.5,98.5,291.5,197.0
xapian.csv,97.5,98.5,3556.0,655.5,97.5,97.5,4348.0,1169.5,197.5,291.5,197.0
zoolib.csv,97.5,96.5,233.5,67.5,97.5,96.5,2014.0,1111.5,98.5,192.0,196.0
