,beast-mcmc.csv,jrefactory.csv,jsecurity.csv,sidekar.csv,libopenmetaverse.csv,mobicents.csv,cuberok.csv,jbasic.csv,apertium.csv,power-architect.csv,bigdata.csv,kolmafia.csv,opendvr.csv,mevenide.csv,coot.csv,icescrum.csv,codesmith.csv,ta3d.csv,thedata.csv
apertium.csv,0.76,0.33,0.51,0.62,0.36,0.44,0.09,0.48,0.96,0.52,0.52,0.7,0.0,0.66,0.28,0.42,0.34,0.09,0.25
beast-mcmc.csv,0.97,0.49,0.41,0.36,0.78,0.5,0.82,0.51,0.32,0.26,0.5,0.77,0.41,0.48,0.62,0.63,0.23,0.57,0.25
bigdata.csv,0.71,0.45,0.92,0.98,0.72,0.43,0.95,0.98,0.28,0.96,1.0,0.98,1.0,1.0,0.98,0.32,0.98,1.0,1.0
codesmith.csv,0.85,0.61,0.85,0.84,0.67,0.84,0.86,0.86,0.68,0.8,0.75,0.79,0.73,0.52,0.9,0.79,0.98,0.86,1.0
coot.csv,0.42,0.47,0.64,0.36,0.47,0.46,0.45,0.25,0.28,0.33,0.44,0.53,0.09,0.24,0.98,0.58,0.36,0.31,0.25
cuberok.csv,0.44,0.69,0.67,0.61,0.36,0.49,0.95,0.62,0.56,0.41,0.53,0.36,0.5,0.48,0.15,0.63,0.5,0.29,0.25
icescrum.csv,0.56,0.31,0.33,0.39,0.42,0.43,0.32,0.6,0.36,0.48,0.48,0.57,0.18,0.34,0.3,1.0,0.06,0.37,0.25
jbasic.csv,0.56,0.75,0.49,0.39,0.25,0.59,0.55,0.95,0.4,0.28,0.47,0.4,0.68,0.52,0.42,0.63,0.16,0.4,0.25
jrefactory.csv,0.42,0.96,0.38,0.39,0.69,0.38,0.05,0.43,0.4,0.57,0.44,0.81,0.0,0.62,0.2,0.42,0.45,0.2,0.75
jsecurity.csv,0.39,0.31,0.95,0.16,0.28,0.33,0.68,0.17,0.28,0.2,0.32,0.34,0.18,0.21,0.72,0.11,0.34,0.49,0.5
kolmafia.csv,0.55,0.51,0.51,0.45,0.58,0.52,0.45,0.25,0.36,0.44,0.53,0.94,0.32,0.45,0.5,0.74,0.22,0.4,0.25
libopenmetaverse.csv,0.79,0.86,0.9,0.78,1.0,0.82,0.73,0.89,0.44,0.7,0.57,0.64,0.64,0.93,0.95,0.63,0.58,0.94,1.0
mevenide.csv,0.59,0.63,0.36,0.56,0.72,0.61,0.68,0.73,0.28,0.7,0.5,0.7,0.55,0.83,0.85,0.84,0.67,0.63,1.0
mobicents.csv,0.55,0.47,0.54,0.5,0.56,0.97,0.5,0.54,0.36,0.61,0.55,0.53,0.27,0.38,0.72,0.47,0.23,0.49,0.25
opendvr.csv,0.45,0.67,0.18,0.44,0.67,0.56,0.5,0.32,0.28,0.76,0.58,0.34,1.0,0.31,0.75,0.53,0.73,0.46,0.5
power-architect.csv,0.45,0.59,0.74,0.55,0.86,0.56,0.5,0.22,0.64,1.0,0.49,0.91,0.59,0.31,0.28,0.89,0.83,0.51,1.0
sidekar.csv,0.76,0.49,0.74,1.0,0.53,0.61,0.68,0.6,0.6,0.65,0.6,0.68,0.32,0.62,0.6,0.95,0.22,0.63,0.25
ta3d.csv,0.71,0.8,0.95,0.64,0.69,0.71,0.5,0.86,0.76,0.56,0.66,0.55,0.36,0.93,0.65,0.68,0.3,1.0,0.75
thedata.csv,0.44,0.14,0.18,0.27,0.19,0.3,0.55,0.67,0.36,0.37,0.26,0.13,0.41,0.1,0.0,0.05,0.0,0.46,0.75
