,beast-mcmc.csv,jrefactory.csv,jsecurity.csv,sidekar.csv,libopenmetaverse.csv,mobicents.csv,cuberok.csv,jbasic.csv,apertium.csv,power-architect.csv,bigdata.csv,kolmafia.csv,opendvr.csv,mevenide.csv,coot.csv,icescrum.csv,codesmith.csv,ta3d.csv,thedata.csv
apertium.csv,0.7,0.35,0.53,0.64,0.4,0.47,0.11,0.52,0.97,0.53,0.51,0.66,0.0,0.6,0.32,0.46,0.38,0.11,0.28
beast-mcmc.csv,0.97,0.52,0.46,0.4,0.45,0.53,0.57,0.55,0.33,0.3,0.51,0.68,0.44,0.51,0.51,0.66,0.27,0.55,0.29
bigdata.csv,0.68,0.48,0.42,0.21,0.57,0.46,0.33,0.09,0.32,0.0,0.99,0.42,0.09,0.09,0.13,0.37,0.33,0.0,0.0
codesmith.csv,0.56,0.41,0.73,0.65,0.58,0.63,0.13,0.53,0.55,0.41,0.55,0.2,0.49,0.5,0.3,0.58,0.98,0.5,0.86
coot.csv,0.45,0.47,0.64,0.39,0.5,0.49,0.46,0.29,0.31,0.36,0.46,0.54,0.11,0.28,0.98,0.58,0.4,0.36,0.28
cuberok.csv,0.46,0.5,0.66,0.62,0.4,0.51,0.95,0.51,0.55,0.45,0.54,0.39,0.49,0.5,0.18,0.61,0.52,0.31,0.28
icescrum.csv,0.6,0.35,0.38,0.44,0.45,0.47,0.36,0.63,0.4,0.42,0.51,0.58,0.21,0.39,0.34,1.0,0.07,0.4,0.29
jbasic.csv,0.6,0.71,0.47,0.42,0.29,0.6,0.56,0.94,0.44,0.32,0.51,0.44,0.56,0.53,0.45,0.65,0.19,0.43,0.29
jrefactory.csv,0.44,0.97,0.39,0.4,0.6,0.42,0.06,0.43,0.44,0.42,0.46,0.68,0.0,0.59,0.24,0.46,0.5,0.24,0.66
jsecurity.csv,0.44,0.34,0.96,0.19,0.32,0.37,0.6,0.2,0.32,0.23,0.36,0.37,0.21,0.25,0.66,0.13,0.38,0.46,0.54
kolmafia.csv,0.54,0.53,0.53,0.5,0.58,0.55,0.49,0.29,0.4,0.47,0.54,0.95,0.37,0.48,0.52,0.71,0.26,0.45,0.26
libopenmetaverse.csv,0.39,0.53,0.37,0.44,1.0,0.45,0.4,0.45,0.39,0.48,0.54,0.61,0.47,0.4,0.21,0.57,0.57,0.24,0.84
mevenide.csv,0.54,0.53,0.38,0.44,0.53,0.57,0.57,0.48,0.3,0.59,0.5,0.57,0.52,0.86,0.42,0.6,0.57,0.48,0.69
mobicents.csv,0.58,0.47,0.57,0.52,0.58,0.97,0.5,0.57,0.4,0.54,0.54,0.54,0.31,0.42,0.68,0.51,0.27,0.5,0.29
opendvr.csv,0.43,0.53,0.21,0.47,0.53,0.55,0.51,0.36,0.31,0.71,0.57,0.38,1.0,0.34,0.53,0.5,0.52,0.48,0.52
power-architect.csv,0.48,0.57,0.52,0.54,0.13,0.56,0.52,0.26,0.57,1.0,0.51,0.5,0.55,0.35,0.31,0.62,0.0,0.48,0.24
sidekar.csv,0.68,0.45,0.71,1.0,0.53,0.59,0.67,0.6,0.59,0.52,0.54,0.65,0.36,0.63,0.58,0.81,0.26,0.6,0.27
ta3d.csv,0.59,0.57,0.66,0.53,0.57,0.58,0.54,0.71,0.65,0.53,0.51,0.54,0.39,0.65,0.6,0.62,0.33,1.0,0.73
thedata.csv,0.46,0.17,0.21,0.31,0.23,0.34,0.49,0.52,0.41,0.39,0.29,0.15,0.43,0.12,0.0,0.06,0.0,0.48,0.79
