,beast-mcmc.csv,jrefactory.csv,jsecurity.csv,sidekar.csv,libopenmetaverse.csv,mobicents.csv,cuberok.csv,jbasic.csv,apertium.csv,power-architect.csv,bigdata.csv,kolmafia.csv,opendvr.csv,mevenide.csv,coot.csv,icescrum.csv,codesmith.csv,ta3d.csv,thedata.csv
apertium.csv,6.0,5.0,5.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,74.0,0.0,2.0,4.0,0.0,0.0,26.0
beast-mcmc.csv,0.0,0.0,1.0,3.0,0.0,2.0,3.0,0.0,6.0,0.0,0.0,2.0,3.0,4.0,2.0,0.0,0.0,1.0,19.0
bigdata.csv,8.0,1.0,4.0,1.0,0.0,7.0,3.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,3.0,10.0
codesmith.csv,3.0,1.0,0.0,0.0,0.0,1.0,12.0,0.0,3.0,0.0,0.0,4.0,0.0,8.0,1.0,3.0,0.0,4.0,7.0
coot.csv,5.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0,8.0,0.0,1.0,6.0,0.0,3.0,0.0,1.0,0.0,0.0,25.0
cuberok.csv,8.0,0.0,9.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,2.0,2.0,0.0,1.0,5.0,1.0,5.0,32.0
icescrum.csv,1.0,2.0,0.0,0.0,1.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,6.0
jbasic.csv,6.0,0.0,11.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,7.0
jrefactory.csv,10.0,0.0,4.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,74.0,6.0,3.0,3.0,0.0,0.0,5.0
jsecurity.csv,6.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,5.0,3.0,2.0,0.0,3.0,0.0,2.0,0.0
kolmafia.csv,12.0,0.0,19.0,0.0,1.0,0.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,43.0
libopenmetaverse.csv,9.0,0.0,11.0,1.0,0.0,0.0,4.0,0.0,6.0,0.0,0.0,5.0,2.0,0.0,1.0,3.0,0.0,3.0,7.0
mevenide.csv,27.0,1.0,9.0,1.0,0.0,0.0,2.0,0.0,9.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,1.0,9.0
mobicents.csv,10.0,2.0,4.0,1.0,1.0,0.0,7.0,3.0,3.0,0.0,0.0,6.0,0.0,1.0,0.0,2.0,0.0,0.0,20.0
opendvr.csv,22.0,0.0,10.0,0.0,0.0,0.0,3.0,0.0,9.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,2.0,9.0
power-architect.csv,5.0,0.0,11.0,0.0,0.0,1.0,3.0,7.0,6.0,0.0,0.0,9.0,0.0,10.0,1.0,1.0,0.0,3.0,10.0
sidekar.csv,14.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,4.0,2.0,0.0,0.0,1.0,1.0,0.0,38.0
ta3d.csv,6.0,0.0,9.0,1.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,0.0,3.0
thedata.csv,6.0,1.0,12.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,7.0,1.0,8.0,76.0,0.0,97.0,1.0,0.0
