,beast-mcmc.csv,jrefactory.csv,jsecurity.csv,sidekar.csv,libopenmetaverse.csv,mobicents.csv,cuberok.csv,jbasic.csv,apertium.csv,power-architect.csv,bigdata.csv,kolmafia.csv,opendvr.csv,mevenide.csv,coot.csv,icescrum.csv,codesmith.csv,ta3d.csv,thedata.csv
apertium.csv,0.44,0.53,0.66,0.47,0.48,0.53,0.75,0.6,0.75,0.38,0.46,0.37,0.0,0.55,0.7,0.56,0.58,0.67,0.48
beast-mcmc.csv,0.69,0.47,0.74,0.58,0.42,0.49,0.41,0.52,0.58,0.67,0.49,0.37,0.59,0.55,0.45,0.53,0.9,0.46,0.5
bigdata.csv,0.45,0.49,0.46,0.47,0.48,0.52,0.4,0.43,0.74,0.35,0.43,0.35,0.45,0.46,0.44,0.73,0.37,0.41,0.36
codesmith.csv,0.37,0.39,0.42,0.42,0.46,0.39,0.38,0.46,0.44,0.36,0.41,0.38,0.5,0.47,0.44,0.42,0.44,0.4,0.65
coot.csv,0.57,0.41,0.44,0.56,0.5,0.55,0.59,0.65,0.53,0.58,0.55,0.52,0.75,0.69,0.5,0.48,0.52,0.62,0.54
cuberok.csv,0.53,0.39,0.42,0.44,0.8,0.49,0.59,0.53,0.61,0.54,0.46,0.65,0.62,0.49,0.9,0.37,0.56,0.68,0.45
icescrum.csv,0.66,0.57,0.74,0.5,0.45,0.52,0.53,0.46,0.61,0.39,0.4,0.4,0.62,0.62,0.48,0.58,0.83,0.37,0.86
jbasic.csv,0.72,0.56,0.71,0.72,0.75,0.54,0.5,0.57,0.77,0.6,0.57,0.57,0.59,0.76,0.58,0.62,0.92,0.55,0.88
jrefactory.csv,0.57,0.55,0.71,0.59,0.39,0.65,0.67,0.74,0.64,0.31,0.42,0.33,0.83,0.72,0.8,0.57,0.76,0.78,0.49
jsecurity.csv,0.81,0.56,0.84,0.95,0.85,0.71,0.42,0.81,0.83,0.93,0.67,0.7,0.65,0.93,0.4,0.89,0.91,0.48,0.77
kolmafia.csv,0.41,0.39,0.41,0.46,0.39,0.48,0.4,0.48,0.6,0.45,0.39,0.41,0.73,0.45,0.38,0.42,0.73,0.56,0.34
libopenmetaverse.csv,0.38,0.45,0.5,0.52,0.53,0.42,0.43,0.48,0.52,0.37,0.49,0.37,0.51,0.46,0.45,0.45,0.57,0.42,0.59
mevenide.csv,0.47,0.5,0.79,0.71,0.44,0.53,0.53,0.53,0.63,0.45,0.64,0.44,0.69,0.92,0.48,0.38,0.48,0.5,0.47
mobicents.csv,0.59,0.43,0.56,0.55,0.56,0.51,0.41,0.46,0.71,0.43,0.47,0.5,0.57,0.55,0.42,0.53,0.75,0.38,0.62
opendvr.csv,0.5,0.51,0.89,0.83,0.47,0.61,0.73,0.82,0.83,0.47,0.65,0.69,0.83,0.84,0.52,0.55,0.48,0.78,0.78
power-architect.csv,0.57,0.45,0.56,0.54,0.37,0.52,0.83,0.59,0.57,0.41,0.53,0.36,0.74,0.57,0.96,0.38,0.4,0.71,0.39
sidekar.csv,0.41,0.4,0.44,0.5,0.49,0.43,0.43,0.52,0.51,0.38,0.4,0.37,0.65,0.51,0.4,0.35,0.76,0.37,0.44
ta3d.csv,0.42,0.42,0.5,0.55,0.44,0.44,0.58,0.47,0.49,0.42,0.47,0.56,0.59,0.47,0.52,0.47,0.64,0.43,0.6
thedata.csv,0.58,0.95,0.96,0.89,0.88,0.87,0.43,0.58,0.94,0.67,0.81,0.95,0.45,0.94,0.0,0.0,0.67,0.43,0.67
