,beast-mcmc.csv,jrefactory.csv,jsecurity.csv,sidekar.csv,libopenmetaverse.csv,mobicents.csv,cuberok.csv,jbasic.csv,apertium.csv,power-architect.csv,bigdata.csv,kolmafia.csv,opendvr.csv,mevenide.csv,coot.csv,icescrum.csv,codesmith.csv,ta3d.csv,thedata.csv
apertium.csv,0.53,0.83,0.59,0.47,0.7,0.66,0.91,0.58,0.04,0.64,0.7,0.55,1.0,0.65,0.76,0.63,0.71,0.91,0.86
beast-mcmc.csv,0.03,0.61,0.6,0.67,0.86,0.58,0.76,0.55,0.91,0.79,0.68,0.59,0.68,0.61,0.8,0.4,0.78,0.66,0.81
bigdata.csv,0.49,0.66,0.87,0.95,0.74,0.67,0.92,0.98,0.77,1.0,0.05,0.87,0.98,0.98,0.97,0.7,0.91,1.0,1.0
codesmith.csv,0.77,0.91,0.55,0.68,0.71,0.7,0.98,0.8,0.76,0.88,0.77,0.97,0.84,0.74,0.92,0.75,0.03,0.82,0.44
coot.csv,0.67,0.75,0.49,0.77,0.65,0.65,0.73,0.75,0.88,0.79,0.7,0.64,0.91,0.8,0.04,0.61,0.7,0.7,0.85
cuberok.csv,0.69,0.83,0.5,0.52,0.67,0.65,0.05,0.79,0.64,0.66,0.64,0.73,0.74,0.65,0.86,0.6,0.63,0.91,0.91
icescrum.csv,0.46,0.71,0.68,0.64,0.71,0.61,0.74,0.47,0.68,0.88,0.63,0.57,0.84,0.68,0.76,0.0,0.94,0.73,0.76
jbasic.csv,0.48,0.49,0.79,0.71,0.81,0.56,0.61,0.09,0.66,0.81,0.59,0.66,0.75,0.63,0.69,0.46,0.85,0.71,0.76
jrefactory.csv,0.71,0.04,0.83,0.82,0.67,0.69,0.96,0.81,0.68,0.89,0.69,0.62,1.01,0.65,0.82,0.61,0.57,0.81,0.6
jsecurity.csv,0.63,0.83,0.05,0.9,0.73,0.69,0.68,0.83,0.74,0.85,0.73,0.79,0.85,0.8,0.58,0.92,0.72,0.81,0.53
kolmafia.csv,0.68,0.63,0.6,0.57,0.6,0.56,0.62,0.77,0.67,0.66,0.62,0.06,0.69,0.64,0.63,0.46,0.82,0.61,1.02
libopenmetaverse.csv,0.89,0.8,0.89,0.87,0.0,0.86,0.9,0.86,0.93,0.84,0.71,0.61,0.85,0.88,0.95,0.7,0.63,0.94,0.48
mevenide.csv,0.73,0.78,0.82,0.88,0.79,0.68,0.73,0.85,0.93,0.71,0.72,0.73,0.73,0.17,0.88,0.74,0.73,0.84,0.69
mobicents.csv,0.54,0.75,0.52,0.64,0.56,0.04,0.72,0.55,0.69,0.75,0.66,0.64,0.79,0.69,0.51,0.58,0.81,0.68,0.82
opendvr.csv,0.85,0.78,0.97,0.66,0.79,0.66,0.66,0.71,0.87,0.49,0.62,0.74,0.02,0.83,0.8,0.76,0.81,0.7,0.64
power-architect.csv,0.65,0.65,0.81,0.67,0.98,0.64,0.62,0.8,0.7,0.0,0.65,0.82,0.7,0.76,0.84,0.73,1.01,0.79,0.94
sidekar.csv,0.56,0.83,0.46,0.0,0.66,0.61,0.49,0.55,0.6,0.8,0.74,0.54,0.72,0.52,0.63,0.5,0.81,0.62,0.97
ta3d.csv,0.7,0.76,0.71,0.77,0.72,0.72,0.55,0.59,0.63,0.72,0.8,0.66,0.75,0.71,0.64,0.62,0.81,0.0,0.43
thedata.csv,0.73,0.92,0.83,0.79,0.81,0.74,0.8,0.8,0.65,0.8,0.84,0.95,0.74,0.91,1.0,0.95,1.0,0.7,0.25
