,moviesandbox.csv,libtorrent.csv,sigil.csv,xbg.csv,xtreemfs.csv,crux-framework.csv
crux-framework.csv,0.9,0.69,0.89,0.5,0.98,0.92
libtorrent.csv,0.41,0.36,0.45,0.48,0.38,0.41
moviesandbox.csv,0.42,0.64,0.5,0.51,0.39,0.63
sigil.csv,0.38,0.45,0.43,0.59,0.39,0.45
xbg.csv,0.92,0.96,0.96,0.61,0.93,0.89
xtreemfs.csv,0.41,0.48,0.45,0.74,0.38,0.44
