,moviesandbox.csv,libtorrent.csv,sigil.csv,xbg.csv,xtreemfs.csv,crux-framework.csv
crux-framework.csv,0.34,0.47,0.41,0.0,0.3,0.38
libtorrent.csv,0.71,0.82,0.79,0.31,0.85,0.05
moviesandbox.csv,0.71,0.51,0.78,0.2,0.86,0.06
sigil.csv,0.74,0.63,0.82,0.27,0.88,0.08
xbg.csv,0.21,0.31,0.23,0.39,0.05,0.0
xtreemfs.csv,0.75,0.63,0.86,0.22,0.9,0.08
