,recall,precision,pf,pci_20,ifa,wins
applet2app.csv,0.595,0.505,0.395,0.4,1.0,5
firebird.csv,0.88,0.41000000000000003,0.735,0.375,3.0,1
fmri-dmt.csv,0.515,0.31,0.52,0.74,2.5,2
htmlunit.csv,0.64,0.45999999999999996,0.35,0.41000000000000003,0.0,6
monetdb.csv,0.5900000000000001,0.485,0.265,0.525,1.0,8
ontomorphtab.csv,0.88,0.38,0.765,0.37,1.0,3
smarttag.csv,0.655,0.415,0.445,0.455,6.0,0
taokgame.csv,0.33,0.55,0.11,0.85,2.0,9
webdriver.csv,0.74,0.405,0.46499999999999997,0.5,1.5,4
xbplayer.csv,0.645,0.5,0.32,0.45999999999999996,1.5,7
