,jahshakafx.csv,unladen-swallow.csv,plee-the-bear.csv,reaper-ecad.csv,nullc.csv,ns-3.csv,novembre.csv,emeraldemu.csv,open-beos.csv,maya-work-in-progress.csv,cornerstone.csv,unimrcp.csv,planeshift.csv,grafx2.csv,sbml.csv,kindb.csv,pixel-commandos.csv
cornerstone.csv,0.52,0.28,0.29,0.4,0.33,0.41,0.09,0.34,0.04,0.06,0.7,0.52,0.43,0.51,0.19,0.74,0.31
emeraldemu.csv,0.55,0.3,0.14,0.24,0.24,0.26,0.44,0.64,0.45,0.69,0.56,0.19,0.46,0.28,0.68,0.3,0.29
grafx2.csv,0.55,0.28,0.15,0.29,0.54,0.52,0.45,0.52,0.51,0.64,0.59,0.4,0.68,0.76,0.8,0.83,0.24
jahshakafx.csv,0.69,0.35,0.22,0.25,0.51,0.32,0.44,0.6,0.54,0.61,0.61,0.46,0.75,0.77,0.76,0.82,0.17
kindb.csv,0.65,0.28,0.19,0.26,0.72,0.51,0.5,0.53,0.56,0.65,0.63,0.24,0.82,0.52,0.66,0.89,0.17
maya-work-in-progress.csv,0.53,0.27,0.15,0.38,0.91,0.64,0.52,0.54,0.57,0.75,0.67,0.56,0.82,0.75,0.79,0.82,0.09
novembre.csv,0.64,0.32,0.1,0.23,0.31,0.41,0.61,0.45,0.5,0.52,0.51,0.53,0.36,0.51,0.7,0.69,0.4
ns-3.csv,0.47,0.32,0.02,0.3,0.45,0.72,0.44,0.31,0.47,0.37,0.55,0.43,0.82,0.62,0.64,0.75,0.07
nullc.csv,0.45,0.21,0.11,0.24,0.8,0.51,0.49,0.52,0.51,0.26,0.62,0.43,0.74,0.67,0.72,0.67,0.19
open-beos.csv,0.63,0.31,0.2,0.29,0.61,0.55,0.45,0.52,0.62,0.53,0.37,0.43,0.73,0.74,0.79,0.83,0.12
pixel-commandos.csv,0.07,0.2,0.11,0.21,0.31,0.24,0.36,0.24,0.22,0.11,0.1,0.0,0.28,0.52,0.56,0.47,0.57
planeshift.csv,0.47,0.21,0.11,0.22,0.78,0.7,0.41,0.52,0.56,0.57,0.59,0.42,0.79,0.73,0.8,0.78,0.1
plee-the-bear.csv,0.67,0.28,0.28,0.07,0.63,0.61,0.39,0.39,0.54,0.72,0.55,0.43,0.68,0.6,0.56,0.67,0.13
reaper-ecad.csv,0.58,0.27,0.25,0.46,0.39,0.06,0.12,0.49,0.26,0.06,0.39,0.0,0.43,0.0,0.43,0.3,0.57
sbml.csv,0.61,0.31,0.14,0.29,0.68,0.65,0.43,0.5,0.62,0.57,0.71,0.5,0.81,0.75,0.84,0.85,0.13
unimrcp.csv,0.63,0.29,0.16,0.4,0.54,0.57,0.44,0.58,0.49,0.7,0.63,0.56,0.69,0.74,0.69,0.81,0.19
unladen-swallow.csv,0.33,0.31,0.22,0.11,0.32,0.44,0.36,0.42,0.47,0.49,0.4,0.57,0.53,0.67,0.33,0.62,0.11
